Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,Hg,geometry,pH,%OM,Type
555587,540,4,28.2,0.84,1070,0.23,0.08,109,1.26,0.02,20.6,0.39,6.7,40.5,114,0.06,POINT (-7.235003512852332 54.80492221833881),4.37,8.83,Clay
555588,619,0.5,10.8,0.23,115,0.3,0.24,39,0.24,0.02,13.6,0.13,0.5,10.4,12,0.03,POINT (-7.041547911160729 54.85809392890056),5.01,13.59,Silt
555589,817,3,17.7,0.35,263,0.24,0.14,64,0.73,0.02,20.8,0.23,4.5,29.2,54,0.09,POINT (-7.262709948014443 54.80692631855677),4.54,20.58,Clay
555590,587,3,21.1,0.17,95,0.73,0.17,32,0.19,0.02,18.6,0.21,4.2,8.1,13,0.06,POINT (-7.04523204038895 54.87417581137908),6.03,15.3,Loam
555591,541,0.5,7,0.46,11,0.33,0.03,21,0.13,0.04,24.9,0.29,1.3,2.3,0.5,0.13,POINT (-7.039582408869993 54.91389941226533),3.14,95.45,Clay
555592,1090,2,29.4,0.51,966,0.16,0.15,72,0.3,0.02,31.7,0.3,13.6,15.9,19,0.06,POINT (-7.241884790470846 54.90325730826051),4.5,7.34,Clay
555593,412,0.5,18.6,0.32,232,0.26,0.16,33,0.44,0.02,23.5,0.14,2.1,16.5,37,0.06,POINT (-7.275954438253769 54.81419251736317),4.64,10.33,Clay
555594,2230,3,26.4,0.82,1550,0.2,0.14,105,0.57,0.02,19.1,0.25,9.6,17.5,15,0.06,POINT (-7.275575133557967 54.90396596497981),4.61,9.63,Clay
555595,614,0.5,5.4,0.47,2160,0.17,0.03,32,0.12,0.03,27.5,0.25,2.4,3.3,0.5,0.14,POINT (-7.115899490318416 54.84898339237417),3.22,95.53,Clay
555597,1080,0.5,19.6,0.47,380,0.19,0.19,69,0.33,0.02,29.3,0.29,27,9.9,12,0.08,POINT (-7.262340590121075 54.861307194123434),4.58,11.75,Clay
555598,782,2,31.6,0.38,245,0.44,0.12,69,0.37,0.01,38.3,0.35,20,14,19,0.1,POINT (-7.280229874801643 54.86763078360573),4.81,21.5,Clay
555599,404,1,3.4,0.3,7,0.19,0.02,23,0.11,0.04,20.7,0.18,3.1,1.4,0.5,0.08,POINT (-7.216938876151115 54.84883287748388),3.22,96.43,Clay
555600,1160,0.5,39,0.48,580,0.29,0.18,76,0.31,0.02,32.4,0.22,10.9,14.1,19,0.06,POINT (-7.093019028253111 54.886920832580074),5.12,9.96,Silt
555601,576,2,8.2,0.43,62,0.08,0.09,23,0.08,0.01,32.3,0.19,2.6,3.9,4,0.1,POINT (-6.9958367426292085 54.86656387753925),3.22,39.55,Clay
555602,843,0.5,21.3,0.89,504,0.09,0.13,28,0.16,0.01,31.8,0.28,37.3,13.4,15,0.37,POINT (-7.204863431107487 54.71552567661539),3.73,29.2,Clay
555603,510,2,3,0.36,14,0.07,0.12,14,0.05,0.02,26.8,0.13,3.5,2.3,5,0.1,POINT (-7.116856699791277 54.93835352699558),3.16,48.11,Clay
555604,1050,2,26.3,0.51,507,0.12,0.18,51,0.23,0.02,34.3,0.19,7.2,12.8,16,0.07,POINT (-7.259810029556916 54.947518698449386),4.57,6.31,Clay
555605,623,0.5,5.6,0.43,67,0.16,0.06,19,0.07,0.03,220.3,0.14,3.3,2.8,3,0.12,POINT (-7.234684221443164 54.932747935961494),3.22,73.83,Clay
555606,718,4,16.2,0.35,141,0.18,0.11,35,0.2,0.01,36.5,0.19,8.5,9.2,15,0.07,POINT (-7.154097864073312 54.903531035151296),4.7,12.07,Clay
555607,1050,0.5,45.5,0.55,178,0.22,0.2,53,0.29,0.02,18.9,0.2,13.2,15.5,21,0.06,POINT (-7.187263217742197 54.743643146099785),4.45,12.99,Clay
555608,586,2,19.7,0.19,58,0.15,0.13,20,0.1,0.005,13.5,0.19,6.9,5.1,7,0.07,POINT (-7.1350096323999 54.92857589767973),4.44,9.83,Clay
555609,1080,1,12.1,1.06,610,0.1,0.18,39,0.22,0.02,30.9,0.22,21.1,11.4,14,0.12,POINT (-7.270711320069598 54.69766807233853),4.0,17.2,Clay
555610,574,2,12.9,0.41,448,0.15,0.14,38,0.3,0.01,17,0.14,7.9,13.5,24,0.11,POINT (-7.248318106785616 54.74025522349279),4.54,11.96,Clay
555611,1080,3,9.1,0.64,74,0.16,0.05,16,0.07,0.02,36.4,0.23,6.3,3,2,0.21,POINT (-7.02856933014726 54.84868421152776),3.32,92.64,Clay
555612,868,2,39.6,0.51,221,0.03,0.15,27,0.25,0.02,21,0.08,19.3,10.6,17,0.12,POINT (-7.242708061728004 54.70308381802746),3.55,10.79,Clay
555613,562,4,19.7,0.34,205,0.14,0.15,27,0.19,0.02,17.1,0.15,7.6,7.3,11,0.07,POINT (-7.272872974566033 54.725079763036184),4.6,8.31,Clay
555614,903,3,24,0.94,183,0.08,0.2,42,0.16,0.02,19.4,0.16,38.1,14.6,15,0.08,POINT (-7.1111560423042 54.734008941970615),4.2,12.98,Clay
555615,905,0.5,22.4,0.51,282,0.12,0.13,34,0.2,0.02,21.5,0.17,5.8,9.2,15,0.07,POINT (-7.196158944152134 54.93081038696879),4.44,11.7,Clay
555616,1140,4,26.5,0.36,159,0.55,0.11,32,0.17,0.02,13.9,0.23,10.8,10.1,19,0.09,POINT (-7.260165916537296 54.735072976228054),5.19,19.52,Silt
555617,633,0.5,8.5,0.26,194,0.28,0.13,29,0.18,0.02,12.7,0.09,2.9,8.2,9,0.04,POINT (-7.209592280010744 54.8837740304568),4.86,15.65,Clay
555618,465,4,9.9,1.17,64,0.03,0.16,11,0.12,0.005,28.7,0.08,77.7,8,10,0.17,POINT (-7.234449849943929 54.69433615685885),3.25,15.46,Clay
555619,623,3,17.5,0.37,209,0.13,0.12,24,0.14,0.01,55.6,0.16,8.9,6.9,11,0.08,POINT (-7.164064755754133 54.90853168986709),5.49,8.42,Silt
555620,681,0.5,13.9,0.23,99,0.37,0.15,29,0.21,0.01,17.6,0.17,8.7,11.3,19,0.09,POINT (-7.170419220715656 54.71309386856158),5.94,13.16,Loam
555621,523,3,20.2,0.32,126,0.27,0.15,33,0.19,0.01,30.9,0.14,6.4,8.6,14,0.06,POINT (-7.009387520643897 54.909713369134614),5.59,7.59,Loam
555622,801,0.5,24.9,0.57,384,0.09,0.16,55,0.31,0.02,26.7,0.17,8.7,13.7,17,0.06,POINT (-7.216333871528148 54.920944211665876),4.39,7.64,Clay
555623,1350,2,36,2.16,1390,0.24,0.18,161,0.47,0.01,40.3,1.49,145.1,22.6,21,0.11,POINT (-7.1676196597241955 54.8745285311656),4.76,8.5,Clay
555624,496,2,4.7,0.41,15,0.18,0.03,28,0.11,0.03,36.3,0.4,3.9,2.6,1,0.15,POINT (-7.199925685969685 54.75271055923339),3.06,94.21,Clay
555625,1030,0.5,19.7,0.5,440,0.27,0.21,47,0.25,0.02,22.3,0.22,7.9,11.8,17,0.06,POINT (-7.010695571472551 54.895162411176955),5.02,7.61,Silt
555626,1820,4,40.2,0.56,354,0.33,0.23,62,0.33,0.02,22,0.24,11.8,16.7,20,0.07,POINT (-7.154904131218697 54.75927722699816),5.14,10.81,Silt
555627,818,3,20.8,0.32,156,0.33,0.24,52,0.27,0.02,22.8,0.17,7.6,16,14,0.05,POINT (-7.275044889830443 54.93952598184185),5.43,9.06,Silt
555629,1240,0.5,20.5,0.49,278,0.21,0.14,33,0.2,0.02,18.8,0.25,11,9.2,15,0.06,POINT (-7.179422354889275 54.919999836677796),4.56,10.56,Clay
555630,762,3,14.6,0.38,1320,0.12,0.16,26,0.11,0.01,16.2,0.19,8.2,6.5,10,0.05,POINT (-7.185507097779765 54.939937954052866),4.41,5.24,Clay
555631,682,3,6,1.2,7690,0.17,0.09,14,0.08,0.01,41.8,0.23,27,5.1,8,0.19,POINT (-7.1080017721042035 54.74967951869273),3.77,28.82,Clay
555632,1340,0.5,19.4,0.8,786,0.15,0.18,88,0.17,0.01,25,0.28,9.1,10.5,15,0.06,POINT (-7.10140172474932 54.93103587397849),4.51,8.14,Clay
555633,1090,3,30.1,0.66,287,0.2,0.19,23,0.07,0.01,15.1,0.18,40,10.2,20,0.11,POINT (-7.21517373248254 54.70632221031626),4.48,8.89,Clay
555634,940,3,17,0.27,120,0.11,0.17,44,0.28,0.02,22.3,0.18,6.7,10.9,13,0.05,POINT (-7.231787874854532 54.91283253935206),4.31,9.77,Clay
555635,778,3,18.3,0.35,128,0.15,0.19,37,0.23,0.02,20.9,0.18,9.1,9.3,12,0.06,POINT (-7.184266549756469 54.902569605376975),4.56,7.44,Clay
555636,865,2,25.8,0.59,329,0.18,0.19,51,0.25,0.02,23.5,0.19,8.5,14.9,19,0.07,POINT (-7.239288268914003 54.937600651537785),4.91,7.42,Clay
555638,969,2,29.2,0.54,648,0.12,0.28,69,0.37,0.02,28.3,0.18,5.9,15.8,22,0.06,POINT (-7.028518870085429 54.88510146907654),4.35,8.35,Clay
555639,914,0.5,7.4,0.54,29,0.23,0.09,35,0.17,0.04,27.8,0.36,2.3,2.7,1,0.15,POINT (-7.2420024193292285 54.92187960595142),3.12,93.57,Clay
555640,163,1,9.2,0.13,74,0.15,0.24,22,0.33,0.02,8.1,0.005,3.2,12.6,16,0.03,POINT (-7.260941156861178 54.753026018346425),4.53,3.99,Clay
555641,542,1,24.3,0.32,894,0.1,0.17,48,0.2,0.02,29.8,0.16,4.6,11.5,14,0.07,POINT (-6.99691305075026 54.92166632586704),4.28,6.51,Clay
555642,657,3,30.3,0.38,68,0.18,0.15,19,0.17,0.02,14.1,0.12,5.9,8.5,12,0.08,POINT (-7.279271561817264 54.68811625938253),4.5,14.54,Clay
555643,1010,0.5,24.4,0.47,486,0.22,0.19,33,0.19,0.02,17.9,0.16,9.6,9.8,12,0.08,POINT (-7.223570976851588 54.716635142004684),5.18,60.75,Silt
555644,633,1,8.7,0.31,36,0.08,0.09,14,0.09,0.02,17.5,0.08,2.8,5.1,9,0.12,POINT (-7.130568788795807 54.94570164432889),3.6,18.09,Clay
555645,790,0.5,6.4,0.5,33,0.17,0.06,32,0.11,0.03,34.5,0.35,3.2,3.9,3,0.18,POINT (-7.277281215782811 54.70848727117225),3.05,8.31,Clay
555646,819,2,32.1,0.43,218,0.3,0.14,36,0.21,0.02,26.8,0.2,4.4,9.6,14,0.06,POINT (-6.996710831217957 54.90033875710289),5.23,8.93,Silt
555647,632,0.5,16.8,0.29,294,0.12,0.14,28,0.17,0.02,25.1,0.13,2.1,7.8,14,0.06,POINT (-6.976662295080784 54.91210110450869),4.67,6.85,Clay
555648,1390,3,21.6,1.93,403,0.19,0.09,29,0.12,0.02,33.7,0.31,81.8,19.4,13,0.2,POINT (-7.2702342683868215 54.923435835071935),3.95,45.07,Clay
555649,1380,0.5,11.3,0.85,40,0.54,0.09,24,0.1,0.04,33.6,0.26,2,3.9,2,0.24,POINT (-7.092256051144607 54.92083506818285),3.66,89.22,Clay
555650,320,0.5,17.8,0.38,109,0.16,0.19,31,0.12,0.01,26,0.07,17.3,12.6,11,0.06,POINT (-7.108382018833546 54.914495706963145),4.29,12.76,Clay
555651,312,0.5,17.4,0.27,164,0.06,0.21,43,0.35,0.02,15.2,0.04,3.6,17.6,19,0.05,POINT (-7.115820447706772 54.95854864547718),4.4,5.17,Clay
555652,1510,2,46.2,0.46,360,0.47,0.18,64,0.31,0.03,25.7,0.21,11.3,15.1,16,0.09,POINT (-7.251922604166506 54.722436959271555),5.66,9.27,Loam
555653,683,2,5.8,3.58,10100,0.36,0.12,18,0.08,0.03,20.7,0.22,61.5,80.6,10,0.21,POINT (-7.151678315577605 54.72041123629038),4.76,31.3,Clay
555654,778,0.5,8,0.73,301,0.55,0.03,33,0.1,0.03,73.4,0.27,1.9,5.4,0.5,0.21,POINT (-7.255332070564599 54.9162399433067),3.53,94.11,Clay
555655,708,0.5,39.4,0.37,665,0.17,0.21,55,0.54,0.03,16.1,0.15,11.5,24.8,30,0.06,POINT (-7.188779793075556 54.7229290483778),4.72,5.4,Clay
555656,430,0.5,9.7,0.2,1290,0.07,0.14,23,0.17,0.02,10.7,0.11,1.2,6.2,8,0.04,POINT (-7.216171400499302 54.743051985214024),4.18,5.97,Clay
555657,620,0.5,16.8,0.23,99,0.24,0.15,31,0.19,0.02,18.7,0.13,3,7.9,10,0.05,POINT (-7.147996484507863 54.92152620643513),4.98,7.89,Silt
555659,1020,0.5,20.9,0.37,237,0.26,0.11,50,0.28,0.02,18.3,0.15,6.4,13.1,15,0.05,POINT (-7.16552373491912 54.898301129347644),4.71,14.0,Clay
555660,714,0.5,40.8,0.45,184,0.36,0.15,38,0.34,0.02,13.5,0.14,7,15.7,16,0.09,POINT (-7.246794392058886 54.75793357043901),5.03,14.95,Silt
555661,555,0.5,7.7,0.37,26,0.05,0.14,18,0.07,0.02,32.8,0.18,2.9,4.4,6,0.13,POINT (-7.17617721830744 54.6954181678777),3.29,43.47,Clay
555662,1270,2,13,0.52,116,0.12,0.09,28,0.07,0.03,32.2,0.18,3.4,4.3,2,0.17,POINT (-7.123278935119003 54.74125688639455),3.32,70.35,Clay
555663,554,0.5,23.4,0.35,94,0.15,0.12,24,0.14,0.01,20.6,0.18,9.6,6.2,10,0.07,POINT (-7.1188019336984425 54.918614083709095),4.33,9.86,Clay
555664,638,0.5,27.5,0.33,233,0.31,0.2,80,0.39,0.02,59.4,0.15,2.7,22.4,21,0.06,POINT (-6.976432698404171 54.927900468413675),5.12,8.85,Silt
555665,637,0.5,5,0.3,14,0.35,0.03,15,0.14,0.04,28.2,0.2,0.6,2.9,1,0.13,POINT (-7.164062791218509 54.93344139963133),3.26,95.72,Clay
555666,735,0.5,20.6,0.36,211,0.17,0.27,52,0.4,0.02,14.7,0.15,2.1,16.8,17,0.04,POINT (-7.188689592530812 54.76005598606132),4.72,9.61,Clay
555667,306,0.5,4,0.11,92,0.15,0.13,15,0.18,0.02,7.2,0.04,3.3,7.3,9,0.04,POINT (-7.234000133344812 54.73217954802946),4.28,12.5,Clay
555668,1100,4,27.2,0.48,538,0.15,0.31,67,0.32,0.03,25,0.19,5.2,12.6,13,0.07,POINT (-7.009248954713882 54.878540809057874),4.36,8.06,Clay
555669,321,2,5,0.28,48,0.04,0.23,13,0.1,0.03,17.2,0.06,10.6,4.3,7,0.13,POINT (-7.244981770650972 54.6859041203128),2.88,29.14,Clay
555670,1280,0.5,25,0.36,143,0.2,0.13,52,0.21,0.02,33.2,0.25,4.2,11.2,17,0.07,POINT (-6.961963670634839 54.920375627965285),4.47,14.08,Clay
555671,577,2,23.4,0.41,220,0.48,0.21,35,0.23,0.03,15.6,0.15,3.8,9.8,12,0.06,POINT (-7.025353043287907 54.86520541014997),5.76,7.79,Loam
555672,646,0.5,12.7,0.27,121,0.29,0.12,20,0.14,0.02,22.9,0.14,53.6,5.5,8,0.07,POINT (-7.200524861160434 54.87507304062273),5.06,10.81,Silt
555673,693,0.5,30.3,0.39,763,0.3,0.15,52,0.28,0.02,27.5,0.19,3.8,13.2,17,0.05,POINT (-6.995307230782032 54.88346580688899),5.64,6.71,Loam
555674,641,0.5,299.6,0.44,15,0.19,0.03,62,0.13,0.04,45.6,0.52,3.2,2.3,0.5,0.18,POINT (-7.174112477329549 54.75045335626937),3.03,96.37,Clay
555675,545,0.5,28,0.14,71,0.31,0.17,24,0.3,0.02,10.7,0.13,3.6,11.8,16,0.06,POINT (-7.277444643249951 54.742902713762035),5.19,9.83,Silt
555676,881,1,15.4,1.28,3640,0.24,0.04,21,0.06,0.02,55.3,0.42,9.7,7.6,6,0.29,POINT (-7.011947921248576 54.85738051729731),3.97,76.11,Clay
555678,1140,3,31.3,1.18,1440,0.33,0.18,171,0.55,0.02,54.7,0.88,46.6,26.1,16,0.11,POINT (-7.182513693139286 54.882912047514125),5.1,8.87,Silt
555679,665,0.5,25.5,0.33,210,0.18,0.14,79,0.31,0.02,31.8,0.34,8.3,12.9,14,0.09,POINT (-7.131042579462595 54.9114440000039),4.63,7.72,Clay
555681,1000,0.5,8.8,0.65,83,0.12,0.08,13,0.07,0.03,33.1,0.15,11.4,13.4,5,0.18,POINT (-7.169196068871474 54.950050087557905),3.5,68.76,Clay
555682,765,0.5,33.6,0.56,163,0.35,0.1,50,0.24,0.02,39.7,0.52,6.5,16.2,20,0.11,POINT (-6.949183360531285 54.92843143228023),4.62,19.47,Clay
555683,305,0.5,28.8,1.31,76,0.1,0.25,49,0.15,0.02,31.8,0.11,11.6,18.6,8,0.06,POINT (-7.19705109634129 54.69863058942537),4.61,4.71,Clay
555684,1100,2,32.6,1.06,452,0.11,0.22,54,0.29,0.02,27.1,0.22,24.3,20.8,22,0.1,POINT (-7.185283724644234 54.704570808292445),4.41,7.86,Clay
555685,707,5,20.9,0.4,387,0.33,0.17,61,0.37,0.02,30.1,0.21,5.1,18,27,0.06,POINT (-6.976457957145309 54.89250715505862),6.22,5.95,Organic Soil
555686,855,6,24.4,0.45,297,0.26,0.14,40,0.21,0.02,31.3,0.23,7.2,10.6,16,0.1,POINT (-7.212143887792255 54.93742768720697),5.04,10.34,Silt
555687,702,4,22.4,0.38,48,0.09,0.09,23,0.13,0.03,24.4,0.17,2.2,10.3,6,0.12,POINT (-7.14687551810646 54.939852541940446),3.43,80.96,Clay
555688,934,5,30.1,0.41,187,0.35,0.15,54,0.29,0.02,21.4,0.19,17.6,14.4,12,0.08,POINT (-7.200372434064921 54.894565095366296),5.19,11.62,Silt
555689,1380,5,25.3,0.79,507,0.83,0.11,83,0.14,0.03,36.7,0.91,5.7,11.8,8,0.27,POINT (-7.202480276212971 54.736530718869474),4.48,76.91,Clay
555690,248,5,15.9,0.18,136,0.07,0.11,31,0.53,0.02,15.7,0.09,1.8,18.6,37,0.09,POINT (-7.234810955139202 54.75092354355975),3.46,24.23,Clay
555691,763,5,22.7,0.42,477,0.13,0.23,60,0.27,0.02,25.7,0.19,10.8,14.5,17,0.06,POINT (-7.120992908773517 54.90324207692189),4.57,7.44,Clay
555692,794,5,61,0.46,602,0.26,0.19,62,0.58,0.04,15.3,0.17,6.5,22.9,27,0.08,POINT (-7.199592090842322 54.76725209184274),4.61,8.94,Clay
555693,797,5,27.9,0.44,271,0.2,0.15,39,0.28,0.02,18.4,0.16,15.1,12.9,14,0.1,POINT (-7.215605579371165 54.90387195442031),4.44,11.31,Clay
555694,977,5,33.7,0.43,538,0.44,0.19,47,0.37,0.02,19.3,0.18,3.7,17.8,20,0.07,POINT (-7.150012891499222 54.95828053260864),5.76,8.13,Loam
555695,985,5,33.7,0.46,401,0.31,0.17,43,0.33,0.02,14.2,0.19,10.7,16.5,23,0.07,POINT (-7.219025240321222 54.723855375235956),4.94,9.5,Silt
555696,280,5,7.6,0.2,104,0.45,0.14,24,0.24,0.02,11.1,0.17,0.3,8.9,8,0.05,POINT (-7.261991317925842 54.931533504444154),4.3,26.25,Clay
555697,1050,4,49.9,0.49,351,0.17,0.17,57,0.48,0.02,19.6,0.24,12,19,25,0.11,POINT (-7.213578279377834 54.761477617513286),4.62,10.72,Clay
555698,889,4,42.1,0.56,571,0.17,0.22,49,0.28,0.03,14.5,0.16,8.3,13.8,15,0.06,POINT (-7.266258673084674 54.71577824737806),4.6,8.98,Clay
555699,915,5,24,0.42,495,0.31,0.17,39,0.28,0.02,12.5,0.14,5.4,10.3,12,0.06,POINT (-7.276389478857958 54.755921944971284),5.51,7.04,Silt
555700,825,4,47.3,0.86,762,0.36,0.16,73,0.47,0.02,32.8,0.29,12.6,24.3,18,0.09,POINT (-7.201085106692355 54.913667532130845),4.59,18.07,Clay
555701,846,5,36.2,0.38,372,0.19,0.17,48,0.53,0.02,31.8,0.16,6.9,19.5,48,0.08,POINT (-7.0944731856667795 54.69061284802566),4.64,14.45,Clay
555702,436,3,7.9,0.45,140,0.26,0.16,22,0.12,0.02,15.8,0.12,1.7,10.3,12,0.04,POINT (-7.693300664374934 54.58921696834006),4.92,9.42,Silt
555703,1110,4,20,0.51,318,0.3,0.15,63,0.28,0.02,17.7,0.35,5.4,21.1,23,0.09,POINT (-7.609142711096374 54.52083634397266),4.59,15.0,Clay
555704,1350,5,53.5,2.16,1700,0.27,0.2,78,0.63,0.02,23.7,0.47,232.8,34.5,38,0.12,POINT (-7.060105879786387 54.7054880438025),4.81,13.38,Clay
555705,1080,2,24.4,0.59,1240,0.3,0.25,43,0.24,0.03,13.8,0.16,13.4,18.1,23,0.08,POINT (-7.171626365748632 54.732263365891065),5.45,6.83,Silt
555706,1320,4,64.2,0.48,689,0.53,0.16,74,0.52,0.02,26.1,0.25,5.2,22.9,39,0.09,POINT (-6.936201674728579 54.671107873289415),5.39,14.31,Silt
555707,788,6,15,0.35,80,0.11,0.14,25,0.21,0.02,14.8,0.14,5.4,13.6,20,0.09,POINT (-7.606166378109227 54.50437824874752),4.26,11.3,Clay
555708,320,5,15.9,2.06,891,0.3,0.26,36,0.27,0.02,19.4,0.3,7.3,18.8,20,0.05,POINT (-7.740529941211535 54.59822985927511),5.02,8.45,Silt
555709,527,2,5,0.4,166,0.71,0.04,23,0.13,0.03,19.8,0.17,0.05,2.9,1,0.09,POINT (-7.76521517978391 54.53508365763041),3.46,93.32,Clay
555710,1240,5,38.6,0.7,516,0.46,0.1,90,0.75,0.02,41.7,0.44,34.4,18.7,36,0.1,POINT (-6.952783418637951 54.71157915976429),4.86,17.64,Clay
555711,828,3,7.2,0.55,29,0.33,0.03,37,0.12,0.03,85.4,0.52,2.5,2.4,0.5,0.17,POINT (-6.951265341907518 54.747535615601905),3.22,96.07,Clay
555712,649,3,11.8,0.59,64,0.09,0.15,25,0.1,0.02,15.6,0.15,2.6,7.5,12,0.06,POINT (-7.76469542512591 54.55558233464567),4.01,11.49,Clay
555713,1020,4,12,0.26,153,0.25,0.19,45,0.22,0.02,77.7,0.16,3.2,11.2,15,0.09,POINT (-7.1413493132618635 54.69735028313002),4.5,17.42,Clay
555714,1750,3,23.1,7.94,10100,0.18,0.13,71,0.06,0.03,61,0.8,48.6,14.4,14,0.27,POINT (-6.979989654297562 54.74773578044993),3.88,44.43,Clay
555715,425,3,17.1,1.18,471,0.23,0.26,46,0.19,0.03,19.5,0.09,7.8,18.1,18,0.05,POINT (-7.679684132576409 54.550383236548406),4.13,9.19,Clay
555716,890,4,29.9,0.64,640,0.7,0.09,38,0.52,0.02,18.2,0.21,2.8,12.9,28,0.09,POINT (-7.0269586069804895 54.70724764389723),4.75,44.78,Clay
555717,768,2,29.1,0.33,271,0.3,0.1,46,0.48,0.02,26.6,0.2,1.6,23.1,67,0.1,POINT (-6.952390888783093 54.69430957594429),4.44,26.93,Clay
555718,879,2,65.9,0.45,331,0.19,0.22,42,0.23,0.03,29.7,0.17,17,13.9,18,0.07,POINT (-7.031000968893502 54.74069809113069),4.4,11.22,Clay
555719,1690,2,13.7,3.35,626,0.27,0.27,70,0.18,0.01,28.4,0.46,8.4,14.6,20,0.06,POINT (-7.729828556872311 54.59513418270023),4.74,12.94,Clay
555720,625,2,16.1,0.26,158,0.44,0.18,39,0.5,0.02,21.4,0.16,8.4,23.8,52,0.08,POINT (-6.988504827659913 54.73009193165807),4.87,21.94,Clay
555721,262,1,2.3,0.14,23,0.4,0.13,9,0.04,0.01,14.9,0.14,2.1,2.3,4,0.05,POINT (-7.0045358701476506 54.741642499025),4.33,22.49,Clay
555722,527,2,7.7,0.44,3550,0.08,0.14,26,0.1,0.02,37,0.23,35.1,8.7,13,0.18,POINT (-7.155045638360676 54.704013358040136),4.18,17.83,Clay
555723,341,2,3.1,0.31,16,0.12,0.01,10,0.15,0.02,11.3,0.13,1.3,1.3,1,0.05,POINT (-6.9965920462503775 54.72255921729409),2.97,96.13,Clay
555724,1020,2,5.7,0.74,1180,0.08,0.14,27,0.03,0.02,22.7,0.25,21.8,4.2,7,0.08,POINT (-7.008766012390174 54.74708513222775),3.89,15.24,Clay
555725,1190,2,57.3,0.67,444,0.31,0.13,94,0.76,0.02,30,0.29,8,21.8,47,0.1,POINT (-6.9491197742367 54.6762603880061),4.68,20.74,Clay
555726,682,1,9.5,0.51,348,0.16,0.15,37,0.12,0.01,21,0.15,4.5,8.9,15,0.04,POINT (-7.795307147620789 54.52283138674254),4.52,9.47,Clay
555727,603,2,14.1,0.16,110,0.29,0.14,22,0.14,0.02,18.7,0.17,9.1,7,13,0.06,POINT (-7.102673449964551 54.697078981205955),4.85,10.96,Clay
555728,824,2,23.7,1.89,379,0.24,0.16,24,0.09,0.005,22.1,0.34,3.8,5.4,10,0.07,POINT (-7.757685873682746 54.59339660543817),4.3,21.1,Clay
555729,416,0.5,4.4,0.42,122,0.2,0.13,24,0.09,0.01,13.6,0.12,2.2,6.4,12,0.04,POINT (-7.801240303977045 54.54760803638004),4.66,8.28,Clay
555730,1970,3,183.9,2.27,657,1.91,0.16,111,0.43,0.02,28.7,1.82,12.6,37.3,32,0.11,POINT (-7.638806400795471 54.52099154215789),6.45,19.55,Sand
555731,645,2,7.6,0.83,465,0.22,0.16,51,0.13,0.03,20.3,0.21,7.3,11.9,17,0.05,POINT (-7.74453445823719 54.53198738853141),4.65,8.78,Clay
555732,796,2,17.2,0.57,1360,0.2,0.15,51,0.33,0.02,16.1,0.24,10.9,20.9,24,0.06,POINT (-7.621450449362458 54.53083798681175),4.43,7.04,Clay
555733,1080,2,19,1.09,28360,0.69,0.11,89,0.69,0.01,169.9,1.06,9.6,23,50,0.16,POINT (-7.079742917679029 54.69190324859555),5.24,20.44,Silt
555735,719,2,11,1.04,1730,0.18,0.11,52,0.4,0.02,44.3,0.39,6.5,12.1,29,0.15,POINT (-7.04642496423136 54.698805323776966),4.17,25.64,Clay
555736,1130,2,39.6,1.04,267,0.5,0.13,53,0.11,0.01,29.8,0.3,9.1,11.9,12,0.14,POINT (-7.80733992444258 54.56484767448138),4.39,39.06,Clay
555737,893,1,8,0.52,32,0.23,0.09,40,0.14,0.03,31.5,0.31,3,3.7,2,0.14,POINT (-7.153732028018614 54.74175179700991),3.09,90.42,Clay
555738,599,2,31.3,1.11,4150,0.22,0.12,112,1.09,0.02,39.5,0.37,5.9,24.9,45,0.13,POINT (-7.063179643405018 54.68318819210949),4.34,14.68,Clay
555739,1100,2,7.6,0.65,31,0.22,0.06,33,0.09,0.03,48.6,0.55,6.9,3.5,2,0.13,POINT (-6.999591778658751 54.75575954151171),3.18,94.19,Clay
555740,872,2,13.9,0.63,187,0.1,0.09,19,0.05,0.005,25.5,0.2,3.8,6.5,11,0.09,POINT (-7.716075458242971 54.566221773963306),4.06,14.29,Clay
555741,1040,2,40.7,0.82,187,0.46,0.09,29,0.09,0.005,25.4,0.37,65.6,9.3,12,0.23,POINT (-7.035178275862159 54.72173166142177),4.01,53.01,Clay
555742,612,2,7.2,0.47,20,0.22,0.03,43,0.09,0.03,115.1,0.61,4.1,3.1,2,0.15,POINT (-6.939331665063549 54.68660490650152),3.12,94.58,Clay
555743,401,1,9.1,0.21,153,0.65,0.09,34,0.66,0.02,10.6,0.07,0.9,14.8,34,0.05,POINT (-6.998504658653476 54.703530245451844),5.05,17.7,Silt
555744,893,2,16.6,0.49,2110,0.24,0.23,48,0.4,0.02,17.2,0.17,54.9,18.9,28,0.08,POINT (-7.011502302075589 54.734845215033296),4.4,12.32,Clay
555745,608,2,19.2,0.39,140,0.52,0.14,28,0.1,0.01,25,0.26,4.1,6.8,17,0.09,POINT (-7.697736278151297 54.554247604134886),4.75,18.87,Clay
555746,1300,2,119.7,0.83,148,1.36,0.06,47,0.09,0.01,24.7,0.56,6.6,13.4,14,0.21,POINT (-7.8383998721764145 54.51344640352471),4.73,61.62,Clay
