Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,Hg,geometry,pH,%OM,Type
554401,723,2.0,50.3,4.66,229,0.91,0.31,57,0.73,0.03,23.3,0.48,46.3,56.4,50.0,0.21,POINT (-7.720373794084306 54.47358743951373),5.79,22.41,Loam
554402,152,0.5,9.1,0.33,462,0.19,0.24,39,0.37,0.03,16.7,0.17,6.6,28.4,30.0,0.04,POINT (-7.392706526140044 54.37147228025122),4.95,7.23,Silt
554403,293,0.5,12.8,0.17,126,0.19,0.17,34,0.56,0.04,11.7,0.1,2.1,20.9,31.0,0.05,POINT (-7.549276298012581 54.34089603528862),5.35,20.95,Silt
554404,428,0.5,19.4,0.29,567,0.2,0.4,56,0.87,0.03,17.8,0.06,8.7,55.7,46.0,0.06,POINT (-7.647346479582778 54.39911244841368),5.34,8.33,Silt
554405,455,1.0,17.7,0.48,2520,0.16,0.21,62,0.66,0.04,13.7,0.12,8.7,33.9,38.0,0.04,POINT (-7.6210954625958385 54.41742199303636),4.57,7.52,Clay
554406,442,0.5,17.9,0.48,321,0.5,0.3,70,0.6,0.02,19.8,0.3,4.5,39.4,44.0,0.1,POINT (-7.637001781530234 54.358817748503505),5.72,13.74,Loam
554407,149,0.5,7.3,0.26,78,0.08,0.17,38,0.28,0.03,17.7,0.11,24.9,16.2,20.0,1.54,POINT (-7.470872117092618 54.367734916887464),4.56,11.45,Clay
554408,169,0.5,10.9,0.16,188,0.11,0.28,40,0.82,0.04,15.1,0.04,5.1,39.4,39.0,0.05,POINT (-7.6031887311669895 54.37837615356785),5.28,11.68,Silt
554409,162,0.5,6.7,0.26,125,0.06,0.22,33,0.74,0.04,12.4,0.05,5.8,22.8,30.0,0.05,POINT (-7.502173860154802 54.40389212271214),4.43,16.68,Clay
554410,384,0.5,13.6,0.33,530,0.16,0.29,49,0.74,0.04,16.7,0.07,4.2,32.6,43.0,0.04,POINT (-7.560561532644996 54.399932552015656),4.58,11.71,Clay
554411,103,0.5,13.0,0.3,393,0.19,0.36,47,0.8,0.02,21.6,0.02,6.8,44.6,42.0,0.02,POINT (-7.69809073889827 54.46446059558872),5.19,9.3,Silt
554412,257,0.5,7.3,0.38,182,0.13,0.14,26,0.22,0.03,11.1,0.13,4.1,17.2,20.0,0.04,POINT (-7.424153399612738 54.34092945515658),5.5,7.59,Silt
554413,435,0.5,10.6,0.31,120,0.3,0.07,23,0.3,0.02,19.5,0.2,3.2,12.8,20.0,0.1,POINT (-7.502949442583164 54.38688053291479),4.87,23.79,Clay
554414,566,2.0,11.9,0.3,463,0.1,0.32,71,0.83,0.03,15.4,0.07,5.1,41.0,43.0,0.04,POINT (-7.607765442607233 54.448659681821354),4.55,8.82,Clay
554415,415,0.5,14.6,0.38,386,0.32,0.3,65,0.38,0.02,18.0,0.1,5.1,21.6,34.0,0.05,POINT (-7.607545436908748 54.408826441990655),4.74,9.63,Clay
554416,226,0.5,7.3,0.24,226,0.14,0.2,27,0.28,0.04,12.4,0.07,4.5,19.1,22.0,0.04,POINT (-7.424802883429068 54.353868978601696),5.49,9.78,Silt
554417,528,2.0,18.1,0.61,658,0.15,0.28,64,0.4,0.03,14.6,0.13,6.3,27.9,34.0,0.04,POINT (-7.622010478510867 54.38328768974981),4.37,8.68,Clay
554418,327,2.0,12.7,1.15,493,0.48,0.13,41,0.17,0.02,12.2,0.52,5.6,27.2,21.0,0.06,POINT (-7.405172429456735 54.34574240526022),4.82,9.44,Clay
554419,495,2.0,13.5,0.21,168,0.34,0.17,27,0.2,0.01,27.5,0.51,3.4,25.3,38.0,0.12,POINT (-7.659771969696219 54.36375320829321),4.06,24.45,Clay
554420,258,2.0,13.8,0.52,637,0.1,0.31,119,0.45,0.03,66.8,0.24,14.1,22.2,28.0,0.15,POINT (-7.455703692359239 54.37461173952328),4.49,33.14,Clay
554421,305,0.5,18.1,0.31,861,0.31,0.48,70,1.37,0.03,16.8,0.06,8.9,65.9,51.0,0.03,POINT (-7.6242891725114985 54.45891736305685),4.88,10.82,Clay
554422,323,0.5,22.4,0.51,724,0.1,0.49,88,1.55,0.02,30.7,0.07,7.0,81.7,64.0,0.05,POINT (-7.664713907446349 54.42929239892769),4.55,13.49,Clay
554423,631,2.0,19.2,0.67,432,0.34,0.31,63,0.64,0.02,40.0,0.41,6.8,41.6,37.0,0.07,POINT (-7.641275152039071 54.34149231388518),7.23,1.28,Sand
554424,513,0.5,12.8,0.25,387,0.12,0.21,52,0.72,0.04,11.0,0.07,3.7,30.8,42.0,0.06,POINT (-7.498620316974831 54.364484596272135),4.79,15.79,Clay
554425,243,0.5,24.1,0.25,462,0.13,0.45,65,1.26,0.03,16.9,0.02,8.6,62.7,56.0,0.04,POINT (-7.594528335944319 54.47623985496465),4.51,9.89,Clay
554426,544,0.5,21.8,0.36,626,0.11,0.21,44,0.34,0.04,14.3,0.09,5.2,19.2,34.0,0.05,POINT (-7.500084453578487 54.345274792505954),4.48,9.38,Clay
554427,559,0.5,14.8,0.28,453,0.1,0.29,58,0.73,0.03,12.7,0.06,6.5,38.5,39.0,0.03,POINT (-7.632749971900345 54.3922684121946),4.43,11.57,Clay
554429,401,2.0,26.1,0.44,447,0.82,0.25,48,0.49,0.02,21.4,0.33,6.2,40.7,42.0,0.14,POINT (-7.648036916433908 54.38142600596858),5.45,21.04,Silt
554430,170,0.5,9.8,0.19,280,0.12,0.23,45,0.8,0.04,12.8,0.03,3.7,37.0,41.0,0.04,POINT (-7.565276981748497 54.36463543968067),4.69,12.33,Clay
554431,511,0.5,22.1,0.26,950,0.07,0.43,86,1.5,0.02,17.5,0.07,5.7,68.5,57.0,0.03,POINT (-7.592690203100034 54.457871646379424),4.65,8.12,Clay
554432,214,1.0,7.5,0.14,97,0.1,0.21,24,0.34,0.03,13.3,0.04,2.0,19.0,24.0,0.05,POINT (-7.596538756443485 54.369163959033536),5.34,15.24,Silt
554433,262,0.5,8.6,0.36,179,0.11,0.13,31,0.21,0.03,9.1,0.11,4.4,15.0,16.0,0.04,POINT (-7.398113299183597 54.35633502760756),5.06,10.1,Silt
554434,388,0.5,14.1,0.28,398,0.11,0.28,51,0.76,0.03,15.1,0.05,5.6,40.8,40.0,0.03,POINT (-7.640781026760007 54.4262500236825),5.48,9.73,Silt
554435,281,0.5,14.4,0.23,131,0.17,0.21,24,0.18,0.03,17.8,0.07,1.9,9.3,15.0,0.07,POINT (-7.591504572783522 54.35243763754315),5.32,10.5,Silt
554436,399,2.0,14.0,0.29,355,0.07,0.18,32,0.32,0.03,12.2,0.09,2.3,16.2,26.0,0.04,POINT (-7.630019437155841 54.41170926298055),4.42,8.58,Clay
554438,195,3.0,3.5,0.22,6,0.35,0.005,10,0.19,0.03,18.8,0.12,0.8,2.4,3.0,0.07,POINT (-7.67981459949806 54.45484622699634),3.17,95.2,Clay
554439,332,0.5,12.6,0.28,454,0.17,0.28,48,0.79,0.03,14.9,0.04,5.3,42.1,41.0,0.06,POINT (-7.6466321642607635 54.439176458596066),4.44,11.47,Clay
554440,170,2.0,6.9,0.21,81,0.11,0.19,23,0.34,0.04,12.6,0.04,2.3,17.4,22.0,0.04,POINT (-7.466085143185651 54.34893811953529),4.89,13.8,Clay
554441,383,0.5,16.1,0.23,185,0.25,0.46,58,1.26,0.03,15.8,0.05,2.9,61.8,49.0,0.03,POINT (-7.650066318649354 54.459354162089106),5.56,16.36,Silt
554442,355,0.5,15.2,0.3,463,0.16,0.19,41,0.63,0.03,14.5,0.07,5.5,30.3,39.0,0.06,POINT (-7.508578631539895 54.41427634450687),4.67,11.98,Clay
554443,257,0.5,6.7,0.19,422,0.13,0.28,26,0.32,0.02,10.5,0.06,2.1,14.6,15.0,0.05,POINT (-7.40528571520764 54.38366279123875),4.6,7.65,Clay
554444,193,1.0,10.1,0.2,282,0.14,0.22,38,0.69,0.03,15.4,0.08,6.9,21.2,35.0,0.05,POINT (-7.549941607425897 54.35317007985492),5.99,10.71,Loam
554445,493,1.0,6.7,0.28,57,0.44,0.06,37,0.2,0.02,50.7,0.14,2.0,7.8,7.0,0.29,POINT (-7.527364532823108 54.398666190739206),4.61,35.78,Clay
554446,313,2.0,22.5,0.28,810,0.12,0.42,63,1.24,0.03,14.3,0.04,7.9,63.0,50.0,0.05,POINT (-7.607325103100147 54.46727182557371),5.15,11.58,Silt
554447,174,1.0,43.8,0.47,683,0.2,0.47,60,1.15,0.02,25.8,0.04,14.7,75.7,63.0,0.12,POINT (-7.683680576798968 54.43736578000259),4.92,10.69,Silt
554448,393,0.5,10.6,0.26,147,0.23,0.27,38,0.51,0.03,18.1,0.09,6.2,27.8,37.0,0.07,POINT (-7.672787544066946 54.44862885536548),5.05,14.01,Silt
554449,804,1.0,12.7,0.36,454,0.17,0.23,47,0.54,0.03,19.3,0.11,4.7,25.9,34.0,0.06,POINT (-7.603880327987356 54.39284185308944),5.09,10.7,Silt
554450,342,1.0,12.3,0.31,320,0.13,0.22,102,0.61,0.03,23.9,0.17,4.0,32.1,38.0,0.05,POINT (-7.581463908517455 54.394562871152594),4.65,14.59,Clay
554451,119,0.5,8.0,0.15,184,0.09,0.21,32,0.71,0.04,14.0,0.03,2.2,34.0,35.0,0.03,POINT (-7.574933914801454 54.37396781165767),4.86,6.58,Clay
554452,574,2.0,8.8,0.27,327,0.47,0.1,39,0.54,0.02,15.7,0.21,6.9,18.5,31.0,0.06,POINT (-7.5283328465758 54.38137670921162),4.41,16.77,Clay
554453,393,0.5,7.8,0.37,262,0.09,0.14,42,0.26,0.03,16.9,0.11,3.2,14.0,21.0,0.06,POINT (-7.490940246517716 54.34238873981394),4.39,8.55,Clay
554454,486,0.5,8.0,0.41,745,0.21,0.24,46,0.61,0.02,18.4,0.07,9.7,40.6,43.0,0.07,POINT (-7.643751522350899 54.444342427937436),5.1,11.04,Silt
554455,294,3.0,11.9,0.33,334,0.08,0.27,40,0.42,0.03,13.2,0.1,4.0,25.4,25.0,0.03,POINT (-7.439674411835143 54.38442927540187),4.71,12.08,Clay
554456,236,1.0,8.2,0.26,408,0.11,0.12,28,0.52,0.03,13.3,0.06,7.3,25.7,46.0,0.04,POINT (-7.515805727772338 54.37872185955897),4.58,10.95,Clay
554457,327,0.5,19.1,0.34,544,0.19,0.25,46,0.73,0.03,26.1,0.09,3.6,36.4,41.0,0.08,POINT (-7.587620670576821 54.38088423765243),5.28,12.09,Silt
554459,770,0.5,31.0,0.37,221,0.2,0.12,31,0.24,0.02,34.1,0.13,4.3,13.1,20.0,0.12,POINT (-7.576764574370234 54.34261269251657),4.62,11.63,Clay
554460,107,1.0,4.6,0.16,78,0.18,0.11,11,0.2,0.02,9.1,0.02,3.3,9.6,14.0,0.08,POINT (-7.459721768164943 54.35338361832679),4.93,41.95,Silt
554461,258,0.5,12.5,0.28,94,0.1,0.13,28,0.29,0.03,12.4,0.09,3.2,15.7,19.0,0.04,POINT (-7.441012387096965 54.36866032048783),4.54,11.54,Clay
554462,324,1.0,10.9,0.15,295,0.14,0.29,55,1.01,0.03,16.0,0.07,3.3,49.3,43.0,0.03,POINT (-7.592503378760071 54.44099120052263),5.05,20.99,Silt
554463,155,0.5,9.6,0.15,235,0.09,0.24,40,0.94,0.05,11.0,0.01,2.8,47.4,42.0,0.02,POINT (-7.588294404895907 54.40119821459704),5.41,9.21,Silt
554464,258,0.5,17.1,0.33,655,0.13,0.44,53,1.14,0.03,14.6,0.01,7.5,57.7,50.0,0.04,POINT (-7.639205037783009 54.467047888541366),5.39,8.72,Silt
554465,629,1.0,32.9,0.41,266,0.16,0.17,38,0.43,0.03,29.9,0.1,4.8,22.3,28.0,0.09,POINT (-7.579152058784551 54.358737547586664),4.66,10.51,Clay
554466,569,1.0,9.7,0.25,293,0.08,0.16,38,0.43,0.03,13.5,0.12,3.5,12.6,27.0,0.05,POINT (-7.515570620362339 54.358184510356935),4.27,11.98,Clay
554467,561,6.0,14.8,0.82,234,1.04,0.04,16,0.17,0.005,15.1,0.51,7.1,18.9,26.0,0.1,POINT (-7.5418240497870785 54.41504495263516),4.46,22.55,Clay
554468,479,2.0,38.8,1.64,213,1.7,0.09,35,0.44,0.01,13.6,0.21,16.1,29.1,20.0,0.07,POINT (-7.673713841375685 54.467819828664645),4.98,35.67,Silt
554469,521,0.5,11.4,0.47,212,1.64,0.04,17,0.12,0.005,13.5,0.24,1.9,9.0,5.0,0.05,POINT (-7.393971814611833 54.338850089577626),4.84,26.41,Clay
554470,594,1.0,17.1,0.55,619,0.23,0.29,72,0.95,0.02,18.8,0.14,5.5,49.6,49.0,0.05,POINT (-7.694343783619524 54.443735527906824),5.15,15.5,Silt
554471,97,0.5,13.9,0.26,288,0.12,0.34,45,0.85,0.02,13.3,0.01,5.4,46.2,42.0,0.03,POINT (-7.6863513886670285 54.47099749192706),5.11,8.68,Silt
554472,200,2.0,19.0,0.56,743,0.3,0.42,61,0.66,0.01,19.8,0.2,8.1,44.5,34.0,0.04,POINT (-7.627889622871974 54.36970494974475),5.7,12.05,Loam
554473,978,0.5,40.3,1.08,219,1.75,0.09,102,0.37,0.01,20.8,0.5,6.8,23.8,21.0,0.12,POINT (-7.714073777591737 54.45467172573425),5.02,48.6,Silt
554474,620,0.5,18.6,0.52,584,0.12,0.14,47,0.29,0.02,26.5,0.12,6.3,15.5,21.0,0.06,POINT (-7.483828011923561 54.35657055853498),4.2,8.22,Clay
554475,268,0.5,19.6,0.29,109,0.19,0.15,27,0.32,0.04,10.9,0.06,5.4,17.5,22.0,0.06,POINT (-7.442564158493746 54.3483825258534),5.93,11.3,Loam
554476,445,0.5,19.5,0.75,504,0.49,0.4,62,1.02,0.03,16.6,0.07,32.4,63.6,50.0,0.05,POINT (-7.725347569150713 54.46333988952901),4.68,15.94,Clay
554478,564,1.0,24.5,0.83,423,4.53,0.33,74,0.77,0.03,24.5,0.29,8.5,48.0,39.0,0.1,POINT (-7.622600200915523 54.34755309998206),7.35,7.55,Sand
554479,382,0.5,13.3,0.38,632,0.1,0.2,54,0.64,0.02,16.8,0.07,7.0,39.0,38.0,0.04,POINT (-7.5916038424226135 54.421431231201595),4.5,11.22,Clay
554481,166,0.5,6.2,0.31,165,0.06,0.15,35,0.67,0.03,14.2,0.05,6.0,25.1,36.0,0.05,POINT (-7.551768495015727 54.37464755924613),4.58,14.49,Clay
554482,299,0.5,22.1,0.24,157,0.35,0.32,46,0.84,0.03,11.6,0.1,4.9,42.1,35.0,0.04,POINT (-7.653345394626686 54.474554479019694),5.31,28.19,Silt
554483,249,0.5,11.5,0.4,278,0.1,0.2,41,0.38,0.03,12.9,0.09,6.5,24.9,25.0,0.02,POINT (-7.407255644036294 54.36338751921787),4.86,6.96,Clay
554484,121,0.5,4.2,0.18,53,0.07,0.12,17,0.22,0.02,10.5,0.03,2.9,12.2,18.0,0.04,POINT (-7.426734174432515 54.37090210338274),4.99,16.27,Silt
554485,662,0.5,23.5,0.39,247,0.35,0.38,76,1.25,0.03,18.5,0.1,5.4,58.9,41.0,0.02,POINT (-7.618640653618376 54.471063138838446),5.37,27.05,Silt
554486,440,0.5,8.4,0.23,172,0.12,0.2,39,0.53,0.03,14.9,0.05,4.8,25.5,32.0,0.04,POINT (-7.64672893533723 54.424363095955975),5.11,9.31,Silt
554487,388,0.5,9.5,0.34,523,0.11,0.13,34,0.53,0.03,12.3,0.08,4.9,22.9,43.0,0.07,POINT (-7.5643072848532285 54.350159439869195),4.58,10.68,Clay
554488,407,0.5,12.5,0.83,441,0.17,0.21,71,0.5,0.02,18.6,0.18,7.6,31.3,31.0,0.05,POINT (-7.613336638301263 54.33840544156908),4.66,11.49,Clay
554489,144,2.0,4.1,0.11,206,0.13,0.15,33,0.75,0.04,7.7,0.03,2.1,23.6,34.0,0.03,POINT (-7.524656313483583 54.36525478679127),4.72,10.81,Clay
554490,282,0.5,8.7,0.25,153,0.13,0.13,22,0.37,0.02,13.8,0.05,5.2,18.9,25.0,0.08,POINT (-7.551847874730084 54.39559741055942),4.57,14.37,Clay
554491,350,0.5,9.7,0.2,91,0.12,0.17,28,0.36,0.02,13.2,0.06,5.1,19.3,26.0,0.05,POINT (-7.584576236371164 54.41410369902236),4.86,19.7,Clay
554492,455,0.5,12.1,0.27,345,0.2,0.14,39,0.51,0.03,16.3,0.13,6.2,16.5,35.0,0.07,POINT (-7.514148148481568 54.341873586854966),5.25,14.05,Silt
554493,290,0.5,17.1,0.42,82,0.56,0.11,40,0.22,0.02,19.1,0.23,3.1,20.5,18.0,0.06,POINT (-7.604883630827133 54.35253611758088),5.91,32.72,Loam
554494,114,1.0,6.1,0.13,96,0.06,0.15,25,0.45,0.03,8.9,0.02,3.5,25.3,24.0,0.04,POINT (-7.559393740694066 54.38248233129504),4.54,17.47,Clay
554495,200,2.0,6.7,0.14,188,0.11,0.18,31,0.43,0.04,11.0,0.03,2.9,21.0,23.0,0.04,POINT (-7.56305034785224 54.41781870518484),4.97,9.08,Silt
554496,370,0.5,13.4,0.26,558,0.11,0.28,69,1.02,0.03,15.1,0.06,9.2,56.3,43.0,0.05,POINT (-7.619406065594125 54.4052530841637),4.38,12.56,Clay
554497,342,0.5,5.8,0.24,179,0.53,0.13,27,0.38,0.02,15.8,0.13,6.0,12.4,26.0,0.07,POINT (-7.530008982710808 54.34783865937867),5.18,27.21,Silt
554498,150,0.5,7.5,0.1,159,0.11,0.2,39,1.02,0.04,15.0,0.04,4.5,30.9,38.0,0.03,POINT (-7.52296216449901 54.390617607915715),5.1,36.57,Silt
554499,245,0.5,10.5,0.28,99,0.19,0.18,27,0.37,0.03,13.3,0.06,6.5,19.5,24.0,0.04,POINT (-7.455626805288359 54.33972808057891),5.98,10.89,Loam
554500,302,1.0,18.6,0.84,590,0.21,0.28,77,0.51,0.02,42.3,0.17,11.1,37.9,34.0,0.06,POINT (-7.63498751035796 54.372601362174706),5.6,11.89,Loam
554501,585,0.5,29.1,0.45,664,0.13,0.22,54,0.77,0.02,15.7,0.08,9.0,37.7,40.0,0.05,POINT (-7.5756643735626 54.447778550472115),4.75,11.22,Clay
554502,537,0.5,18.2,0.36,587,0.31,0.21,49,0.38,0.005,37.4,0.48,10.4,20.3,25.0,0.14,POINT (-7.295106797968559 54.4084123243158),4.44,8.61,Clay
554503,229,0.5,3.0,0.13,45,0.02,0.22,14,0.21,0.005,19.0,0.01,5.5,8.9,14.0,0.04,POINT (-7.3461844583182465 54.41844695532283),3.26,19.81,Clay
554504,555,0.5,10.2,0.35,44,0.49,0.06,19,0.14,0.005,16.9,0.13,4.2,7.7,10.0,0.1,POINT (-7.40291483085701 54.42078911168629),4.34,28.3,Clay
554505,395,0.5,13.2,0.24,490,0.08,0.34,81,1.3,0.02,16.4,0.06,9.6,65.2,54.0,0.03,POINT (-7.6093754854801405 54.43014110514848),4.8,10.49,Clay
554506,300,1.0,8.0,0.33,154,0.16,0.15,38,0.51,0.02,14.9,0.15,8.3,24.1,27.0,0.08,POINT (-7.410203010486195 54.404591683999925),4.04,22.24,Clay
554507,628,1.0,25.1,1.08,590,0.13,0.15,57,0.32,0.01,20.9,0.26,8.2,20.2,21.0,0.07,POINT (-7.245421505852608 54.391815626507764),4.49,7.65,Clay
554508,441,0.5,11.5,0.31,305,0.2,0.14,52,0.22,0.01,30.4,0.29,6.1,13.2,22.0,0.1,POINT (-7.244881869126204 54.409456148839354),4.49,9.93,Clay
554509,298,0.5,5.0,0.27,225,0.08,0.13,29,0.42,0.03,11.9,0.05,2.8,13.2,32.0,0.06,POINT (-7.47833167812988 54.3739750495515),4.75,14.13,Clay
554510,218,0.5,10.5,0.11,215,0.15,0.26,45,0.96,0.03,12.5,0.05,5.6,48.4,40.0,0.02,POINT (-7.520030980241313 54.46888786677055),4.58,10.87,Clay
554511,182,0.5,14.5,0.18,374,0.09,0.34,58,1.26,0.02,14.9,0.02,7.9,58.9,52.0,0.02,POINT (-7.572341791485341 54.46483528892221),4.88,10.59,Clay
554512,173,1.0,11.0,0.92,1070,0.13,0.13,29,0.14,0.01,12.2,0.09,4.8,19.1,18.0,0.05,POINT (-7.347828803043922 54.34592211872443),4.33,8.52,Clay
554513,467,0.5,17.6,0.21,107,1.28,0.04,19,0.21,0.005,13.4,0.15,4.5,14.0,9.0,0.11,POINT (-7.528979059252975 54.43510050178385),4.67,35.29,Clay
554514,264,2.0,19.5,0.27,262,0.14,0.35,48,0.86,0.03,16.0,0.04,7.7,41.6,40.0,0.03,POINT (-7.572396342411775 54.483251399818926),4.85,13.13,Clay
554515,460,2.0,19.6,0.19,184,0.03,0.29,63,1.05,0.02,15.2,0.05,7.1,46.6,50.0,0.06,POINT (-7.449805687728703 54.462308964187685),4.29,15.06,Clay
554516,1020,0.5,19.6,0.66,513,0.18,0.31,74,0.78,0.03,17.8,0.1,7.5,40.1,47.0,0.05,POINT (-7.530488371176405 54.494405837443445),5.07,13.09,Silt
554517,225,0.5,25.3,0.34,399,0.12,0.41,68,1.36,0.03,16.3,0.03,8.4,70.8,55.0,0.03,POINT (-7.498520384110565 54.493720405029244),5.33,10.28,Silt
554518,454,0.5,10.9,0.24,244,0.03,0.17,30,0.2,0.02,11.9,0.08,5.5,11.9,21.0,0.04,POINT (-7.425506384078775 54.39490935896555),3.92,11.53,Clay
554519,256,0.5,7.7,0.14,213,0.14,0.24,23,0.41,0.005,9.4,0.04,1.8,18.3,18.0,0.05,POINT (-7.253526860071466 54.41680462236268),4.85,9.16,Clay
554520,734,0.5,13.8,0.41,1520,0.07,0.26,97,0.68,0.02,15.7,0.09,6.6,34.7,38.0,0.07,POINT (-7.500203471113545 54.47214927408719),4.47,11.49,Clay
554521,446,0.5,28.9,0.24,434,0.08,0.24,65,1.15,0.02,13.9,0.1,8.0,51.1,46.0,0.05,POINT (-7.4689663659465575 54.456905847950026),4.49,12.73,Clay
554522,226,0.5,7.5,0.24,142,0.18,0.14,28,0.34,0.03,15.0,0.12,1.8,14.9,25.0,0.05,POINT (-7.528160401394381 54.42052613142879),4.33,24.21,Clay
554523,529,0.5,23.4,0.28,162,0.93,0.11,41,0.41,0.005,20.3,0.21,3.8,22.7,22.0,0.11,POINT (-7.4939826481360345 54.45380617248075),5.16,51.95,Silt
554524,497,2.0,9.5,0.23,256,0.36,0.09,17,0.18,0.005,9.2,0.05,4.7,13.7,26.0,0.11,POINT (-7.544315423431004 54.48336432880284),4.19,29.55,Clay
554525,445,0.5,24.4,0.33,615,0.09,0.18,44,0.39,0.02,15.5,0.09,4.4,19.5,27.0,0.05,POINT (-7.424686245417865 54.41280067222382),4.46,10.52,Clay
554526,530,0.5,20.6,0.29,200,0.46,0.11,36,0.36,0.02,18.0,0.13,4.9,16.8,25.0,0.07,POINT (-7.463563461579958 54.38430427033101),4.87,14.33,Clay
554527,231,0.5,9.4,0.14,198,0.14,0.25,43,0.87,0.02,12.6,0.04,7.0,41.5,39.0,0.03,POINT (-7.545878637006497 54.446735917742096),4.99,14.07,Silt
554528,230,2.0,12.0,0.74,230,0.2,0.23,45,0.44,0.02,18.6,0.21,4.4,26.4,27.0,0.03,POINT (-7.253433335848722 54.39907034259482),4.49,8.53,Clay
554529,772,1.0,6.9,1.13,10100,0.23,0.11,38,0.55,0.02,15.6,0.18,22.4,30.8,47.0,0.12,POINT (-7.446700966994024 54.44784039814967),5.08,13.26,Silt
554530,668,0.5,15.6,0.86,372,0.38,0.16,49,0.31,0.02,22.1,0.36,5.9,19.9,21.0,0.06,POINT (-7.2661704735082635 54.38851180842086),5.69,7.78,Loam
554531,210,0.5,6.6,0.15,130,0.13,0.12,33,0.27,0.02,41.0,0.15,3.9,15.6,19.0,0.07,POINT (-7.363360357531187 54.39657392094973),4.33,8.12,Clay
554532,250,1.0,6.3,0.18,89,0.23,0.23,18,0.27,0.005,16.1,0.07,5.9,12.2,16.0,0.05,POINT (-7.361336333533494 54.41090101854815),5.68,14.46,Loam
554533,306,0.5,14.5,0.15,397,0.1,0.37,70,1.43,0.02,16.6,0.03,8.9,69.5,58.0,0.04,POINT (-7.5576150504999635 54.45476574607037),4.62,12.47,Clay
554535,529,0.5,28.2,0.46,874,0.23,0.12,53,0.63,0.04,12.5,0.08,6.9,25.5,31.0,0.08,POINT (-7.450225738499394 54.43328529691298),4.46,16.42,Clay
554536,385,0.5,6.9,0.18,76,0.16,0.18,15,0.25,0.005,12.0,0.06,2.5,9.9,16.0,0.08,POINT (-7.392552655217631 54.42979281474804),4.64,10.05,Clay
554537,362,0.5,11.1,0.36,864,0.08,0.24,60,0.75,0.03,16.4,0.07,5.0,40.6,43.0,0.04,POINT (-7.577959324243355 54.42849019588455),4.48,8.15,Clay
554538,453,0.5,10.8,0.31,624,0.15,0.22,49,0.77,0.03,13.9,0.08,4.4,23.3,40.0,0.05,POINT (-7.441085043374537 54.43574972269145),4.73,10.1,Clay
554539,703,2.0,29.7,0.52,370,0.38,0.23,59,1.04,0.02,16.9,0.12,9.8,55.8,47.0,0.09,POINT (-7.556798347957289 54.493220603571054),5.02,14.13,Silt
554540,253,0.5,2.6,0.22,11,0.36,0.05,39,0.18,0.04,13.7,0.12,1.0,1.4,0.5,0.07,POINT (-7.349861185544549 54.38177782901486),3.23,94.5,Clay
554541,393,2.0,17.1,0.43,298,0.14,0.3,56,0.72,0.04,16.0,0.08,3.8,39.9,38.0,0.05,POINT (-7.508014797695919 54.49728092158547),4.95,12.6,Silt
554542,252,0.5,4.9,0.23,167,0.1,0.13,27,0.53,0.03,6.3,0.04,2.4,13.9,31.0,0.03,POINT (-7.432710760250995 54.42060041349496),4.78,10.0,Clay
554543,989,0.5,20.7,0.62,814,0.15,0.31,73,0.75,0.03,18.3,0.08,7.6,35.8,41.0,0.06,POINT (-7.485339067530067 54.5024776655281),4.84,11.04,Clay
554544,382,0.5,8.4,0.19,516,0.15,0.29,48,0.65,0.05,18.2,0.05,4.5,33.9,40.0,0.05,POINT (-7.485139630944958 54.468016514962684),5.2,11.3,Silt
554545,251,0.5,7.8,0.27,310,0.22,0.17,35,0.74,0.05,43.5,0.1,4.6,22.6,33.0,0.05,POINT (-7.4679753753879945 54.418012030581544),4.78,12.69,Clay
554546,83,0.5,2.5,0.08,99,0.03,0.05,12,0.19,0.005,4.6,0.03,1.2,6.1,11.0,0.02,POINT (-7.441821301489259 54.40087912627292),4.56,12.27,Clay
554548,120,0.5,2.6,0.16,74,0.07,0.12,15,0.25,0.02,9.7,0.05,1.1,8.2,20.0,0.04,POINT (-7.450490659461435 54.40889628442475),4.52,34.93,Clay
554549,196,1.0,7.1,0.27,54,0.68,0.07,22,0.07,0.02,9.0,0.61,2.5,7.4,14.0,0.04,POINT (-7.364608304607988 54.36066400993706),4.54,35.09,Clay
554550,847,0.5,16.5,0.53,846,0.25,0.31,84,0.81,0.03,21.3,0.13,7.1,35.6,43.0,0.07,POINT (-7.423973512638396 54.46579089317257),5.24,10.6,Silt
554551,498,1.0,49.2,0.27,113,0.43,0.21,23,0.23,0.005,28.4,0.46,7.7,11.6,17.0,0.32,POINT (-7.270252025654831 54.40658469415545),4.46,16.5,Clay
554552,410,0.5,14.9,0.36,657,0.09,0.23,49,0.56,0.03,15.1,0.09,4.9,29.8,36.0,0.06,POINT (-7.51301121541595 54.448314681168256),4.48,10.61,Clay
554553,691,0.5,17.9,0.92,618,0.1,0.19,42,0.25,0.02,21.1,0.2,4.4,13.2,17.0,0.04,POINT (-7.287885853448825 54.4047495452945),4.39,8.35,Clay
554554,1110,4.0,34.8,1.53,319,1.46,0.06,82,0.11,0.005,20.2,1.57,7.5,19.5,15.0,0.17,POINT (-7.255046682815229 54.38311634350584),5.01,19.92,Silt
