Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,Hg,geometry,pH,%OM,Type
561200,190,0.5,7.3,0.44,456,0.15,0.21,20,0.14,0.02,17.8,0.05,2.3,11.6,17.0,0.03,POINT (-6.879570594460572 54.43185434772467),4.57,7.57,Clay
561201,370,0.5,11.5,0.32,511,0.19,0.11,31,0.16,0.02,15.6,0.13,1.3,14.2,24.0,0.02,POINT (-6.71447813718595 54.45759323610302),5.3,6.26,Silt
561202,690,0.5,23.1,0.7,566,0.5,0.14,60,0.3,0.02,12.9,0.27,3.3,31.1,36.0,0.03,POINT (-6.747316405572094 54.40527371869956),6.67,6.45,Sand
561203,530,0.5,25.2,1.14,445,0.33,0.23,72,0.6,0.04,31.5,0.15,3.0,22.8,34.0,0.1,POINT (-6.389380613505904 54.18686076330992),5.46,10.57,Silt
561204,290,0.5,8.6,0.37,149,0.13,0.12,23,0.17,0.02,8.7,0.09,1.2,14.9,27.0,0.03,POINT (-6.749221895680652 54.475189275522254),4.67,7.89,Clay
561205,300,0.5,15.4,0.33,445,0.23,0.18,35,0.35,0.02,9.3,0.09,2.2,29.9,44.0,0.03,POINT (-6.755677643798898 54.453092416214666),5.6,7.32,Loam
561206,680,0.5,23.6,1.1,667,0.39,0.17,49,0.36,0.02,18.3,0.26,9.9,32.5,33.0,0.05,POINT (-6.788069899143682 54.41711739973192),5.03,8.21,Silt
561208,270,0.5,10.0,0.1,158,0.24,0.18,39,0.61,0.02,10.9,0.04,1.3,34.1,36.0,0.04,POINT (-6.9468237383221965 54.50550680472679),5.49,13.94,Silt
561209,380,0.5,11.3,0.3,385,0.08,0.14,29,0.23,0.02,10.8,0.08,1.6,18.2,27.0,0.03,POINT (-6.703951283422821 54.39301079407758),4.46,6.18,Clay
561210,220,0.5,9.1,0.16,136,0.09,0.22,26,0.49,0.02,10.8,0.02,3.4,19.2,22.0,0.06,POINT (-6.9265007010068285 54.52991651906215),4.53,12.05,Clay
561211,570,0.5,22.8,0.37,451,0.2,0.13,30,0.17,0.02,12.6,0.16,1.8,15.3,25.0,0.07,POINT (-6.700995646572571 54.4309908793131),5.69,4.29,Loam
561212,440,0.5,10.7,0.33,461,0.19,0.21,33,0.26,0.02,10.3,0.1,2.6,18.1,31.0,0.02,POINT (-6.692475293226364 54.47060858550021),5.42,5.84,Silt
561213,390,0.5,9.3,0.31,290,0.13,0.14,32,0.22,0.02,13.0,0.16,2.1,19.2,26.0,0.07,POINT (-6.709119095241898 54.3897420347637),5.19,7.29,Silt
561214,530,0.5,22.9,0.43,480,0.15,0.11,38,0.33,0.02,14.6,0.11,2.7,29.9,39.0,0.05,POINT (-6.725829509043414 54.43121053339153),4.47,8.41,Clay
561215,670,0.5,12.6,0.26,105,0.25,0.15,33,0.35,0.02,12.8,0.11,9.3,18.3,24.0,0.09,POINT (-6.937317233606206 54.523229364339485),5.45,17.4,Silt
561216,1860,2.0,35.6,1.24,796,1.03,0.08,65,0.26,0.005,64.7,0.89,8.7,39.9,42.0,0.25,POINT (-6.636092642509782 54.50273230392981),4.49,47.24,Clay
561218,260,0.5,12.3,0.26,309,0.2,0.14,32,0.38,0.02,19.2,0.07,2.0,31.8,49.0,0.03,POINT (-6.696747632737597 54.519599672036456),4.73,5.4,Clay
561219,240,0.5,3.0,0.16,18,0.21,0.03,23,0.2,0.04,13.7,0.13,0.4,1.6,1.0,0.05,POINT (-6.620143066823731 54.5124427559136),3.46,96.91,Clay
561220,260,0.5,3.0,0.18,27,0.26,0.02,50,0.13,0.03,29.1,0.21,1.7,2.4,1.0,0.05,POINT (-7.01017039584755 54.52245532409323),3.22,93.81,Clay
561221,290,0.5,4.4,0.1,71,0.02,0.14,20,0.34,0.01,13.8,0.03,0.5,17.5,28.0,0.05,POINT (-7.021487611584984 54.51741778929128),3.09,35.1,Clay
561222,250,0.5,10.1,0.41,207,0.14,0.12,25,0.16,0.02,12.3,0.11,2.1,12.1,18.0,0.04,POINT (-6.869204838637589 54.45795479217819),4.35,6.51,Clay
561223,620,0.5,40.1,2.49,994,0.24,0.46,141,0.94,0.02,44.2,0.53,10.7,38.5,62.0,0.05,POINT (-6.431703140610521 54.193879491853856),4.51,8.95,Clay
561224,330,0.5,12.7,0.64,441,0.26,0.15,36,0.28,0.02,14.6,0.15,4.3,27.4,36.0,0.04,POINT (-6.791117653264098 54.52179298580406),4.86,6.84,Clay
561225,330,0.5,25.1,0.6,31,1.32,0.03,25,0.14,0.005,13.5,0.55,6.5,24.2,17.0,0.1,POINT (-6.662131185133781 54.50614977302418),4.54,76.61,Clay
561226,300,0.5,11.4,0.31,316,0.23,0.15,30,0.28,0.02,11.4,0.07,2.0,23.8,39.0,0.03,POINT (-6.701043629474762 54.50589142282835),4.92,7.41,Silt
561227,240,0.5,8.0,0.34,311,0.2,0.13,33,0.3,0.03,10.5,0.1,1.8,22.9,35.0,0.03,POINT (-6.755488943215094 54.39882681360427),4.84,7.37,Clay
561228,520,0.5,18.3,0.35,368,0.82,0.1,33,0.21,0.005,13.2,0.24,1.8,14.0,15.0,0.04,POINT (-6.868884720532681 54.499735702003974),4.94,10.02,Silt
561229,800,0.5,22.9,0.55,416,0.16,0.28,91,0.77,0.02,36.0,0.15,5.9,31.6,47.0,0.06,POINT (-6.420375604513368 54.20684921323758),4.7,12.0,Clay
561230,530,0.5,29.5,0.38,556,0.1,0.2,47,0.4,0.02,11.0,0.12,2.8,27.8,38.0,0.05,POINT (-6.672631253192875 54.39317356000445),4.69,4.43,Clay
561231,210,0.5,3.0,0.18,10,0.28,0.02,36,0.18,0.03,27.8,0.16,0.6,3.3,1.0,0.08,POINT (-6.6351792645769585 54.51855192251653),3.02,97.55,Clay
561232,180,0.5,8.9,0.19,148,0.1,0.09,13,0.08,0.01,7.7,0.06,0.9,7.8,14.0,0.03,POINT (-6.646068571629105 54.51475732454846),4.33,6.6,Clay
561233,530,0.5,24.5,0.51,599,0.45,0.1,42,0.22,0.02,21.9,0.19,3.0,24.9,34.0,0.06,POINT (-6.732865233308407 54.45338532794372),6.6,6.45,Sand
561234,390,0.5,20.5,0.33,498,0.25,0.13,37,0.32,0.02,10.9,0.12,2.2,31.2,35.0,0.03,POINT (-6.802585705829892 54.46184971446303),5.33,7.58,Silt
561235,830,0.5,27.8,0.21,190,0.22,0.17,50,0.5,0.02,18.3,0.13,3.6,27.6,33.0,0.06,POINT (-7.039119715275059 54.50437122775831),4.82,13.22,Clay
561236,210,0.5,3.3,0.09,49,0.09,0.16,10,0.13,0.005,4.6,0.02,0.1,5.5,12.0,0.06,POINT (-7.022526337472162 54.4997912538076),4.52,13.0,Clay
561237,470,0.5,16.8,0.42,297,0.62,0.09,27,0.22,0.01,16.6,0.24,2.3,24.9,33.0,0.07,POINT (-6.7092967855908645 54.441923678180046),4.99,11.04,Silt
561238,300,0.5,12.1,0.41,587,0.17,0.15,38,0.36,0.02,23.5,0.08,3.0,25.4,38.0,0.09,POINT (-6.774130903795975 54.51297942543515),4.6,9.33,Clay
561239,210,0.5,10.5,0.2,162,0.23,0.13,26,0.36,0.02,10.0,0.08,1.3,30.8,48.0,0.04,POINT (-6.684208756637756 54.51476521716036),4.58,18.22,Clay
561240,460,0.5,20.5,0.42,520,0.21,0.14,38,0.24,0.02,26.9,0.17,2.9,24.1,34.0,0.09,POINT (-6.703315877299175 54.45363774029715),4.69,6.21,Clay
561241,200,0.5,2.5,0.13,10,0.25,0.02,32,0.19,0.03,15.8,0.13,0.4,2.1,1.0,0.05,POINT (-6.587227121237883 54.51323047567459),2.99,97.2,Clay
561242,600,0.5,7.6,0.28,223,0.26,0.1,35,0.21,0.02,48.1,0.18,1.6,7.3,8.0,0.05,POINT (-7.069806414486327 54.50648886664492),4.31,36.27,Clay
561243,800,0.5,20.9,1.67,1070,0.18,0.33,101,0.72,0.02,39.7,0.28,4.9,31.7,51.0,0.08,POINT (-6.447419389846949 54.18827000976516),4.77,15.93,Clay
561245,190,0.5,17.2,0.22,453,0.21,0.17,34,0.47,0.02,8.0,0.05,1.6,36.6,58.0,0.03,POINT (-6.7220560950983685 54.50090469987075),5.95,6.31,Loam
561246,430,0.5,18.5,0.51,388,0.14,0.14,51,0.33,0.02,12.3,0.2,2.1,24.9,30.0,0.04,POINT (-6.84749459341667 54.485905117250645),4.34,5.94,Clay
561247,410,0.5,15.8,0.36,460,0.17,0.13,36,0.21,0.02,7.8,0.09,0.9,18.1,37.0,0.04,POINT (-6.764899168990803 54.43358393650261),5.35,6.95,Silt
561248,900,0.5,25.3,1.0,518,0.38,0.2,64,0.49,0.05,34.1,0.17,1.3,19.1,26.0,0.09,POINT (-6.351824787506947 54.18781708638081),4.91,8.22,Clay
561249,440,0.5,14.0,0.28,157,0.16,0.12,28,0.24,0.03,11.3,0.14,0.6,17.3,27.0,0.04,POINT (-6.838518335734747 54.49500967331541),4.74,7.18,Clay
561250,610,0.5,27.4,0.56,577,0.36,0.22,78,0.68,0.05,34.9,0.21,2.8,25.6,40.0,0.13,POINT (-6.35908943392932 54.204367605082744),5.15,7.65,Silt
561251,1310,1.0,39.0,0.41,430,0.75,0.1,44,0.23,0.005,23.1,0.57,2.9,40.4,49.0,0.15,POINT (-6.708625315092209 54.47794255591343),4.97,16.92,Silt
561252,1360,0.5,33.7,0.58,756,0.24,0.13,49,0.26,0.01,16.1,0.19,1.8,24.4,33.0,0.04,POINT (-6.7433328021902685 54.45846284093125),5.49,7.55,Silt
561254,1000,2.0,59.5,1.25,547,0.84,0.16,66,0.36,0.01,49.5,0.76,4.8,51.2,54.0,0.17,POINT (-6.666256928070448 54.518826912167356),5.15,20.35,Silt
561255,480,0.5,17.5,0.54,501,0.1,0.12,38,0.21,0.02,9.3,0.12,0.4,16.7,27.0,0.04,POINT (-6.8219855084833725 54.466685129653904),4.4,6.56,Clay
561256,470,0.5,19.9,0.27,110,0.1,0.11,22,0.24,0.02,10.4,0.09,0.8,13.4,18.0,0.05,POINT (-6.957482573607684 54.49735213775279),4.39,13.03,Clay
561257,830,0.5,21.8,0.57,364,0.29,0.21,78,0.58,0.03,32.1,0.29,2.9,22.6,35.0,0.06,POINT (-6.40443241666957 54.19341342297816),5.43,6.67,Silt
561258,350,0.5,19.2,0.39,392,0.2,0.15,34,0.31,0.02,10.6,0.14,1.0,26.8,33.0,0.04,POINT (-6.726230538706314 54.394442839888164),5.3,5.74,Silt
561259,400,0.5,16.7,0.37,297,0.21,0.16,48,0.3,0.02,28.8,0.1,0.4,24.8,36.0,0.03,POINT (-6.745249389904415 54.39126400906997),5.01,7.12,Silt
561260,610,0.5,24.1,0.41,499,0.14,0.13,56,0.37,0.02,14.8,0.15,0.6,37.9,42.0,0.06,POINT (-6.759201908972597 54.4711415759388),4.51,9.69,Clay
561261,350,0.5,36.2,0.37,425,0.44,0.11,48,0.53,0.02,13.0,0.14,0.3,44.8,75.0,0.05,POINT (-6.469078295870695 54.41887578428929),5.01,8.04,Silt
561263,880,0.5,22.8,0.24,195,0.78,0.13,32,0.27,0.01,14.4,0.42,0.6,24.7,41.0,0.08,POINT (-6.710631533547008 54.510764573497475),5.99,8.72,Loam
561264,650,0.5,15.7,0.29,398,0.29,0.2,36,0.44,0.02,11.6,0.1,1.9,22.7,28.0,0.04,POINT (-7.047488263658059 54.50097875990302),4.75,22.91,Clay
561265,300,0.5,19.9,0.55,623,0.24,0.18,38,0.33,0.02,19.7,0.2,3.8,30.7,37.0,0.15,POINT (-6.6837795741907735 54.38927072512813),4.78,6.62,Clay
561266,580,0.5,34.6,0.57,441,0.53,0.12,49,0.38,0.02,17.8,0.44,2.8,41.3,52.0,0.12,POINT (-6.745440985260004 54.51050198070891),5.25,12.16,Silt
561267,290,0.5,20.5,0.59,314,0.18,0.22,47,0.47,0.02,11.8,0.08,2.3,38.5,47.0,0.03,POINT (-6.853273438137349 54.46687834530415),4.83,7.35,Clay
561268,220,0.5,16.0,0.34,410,0.21,0.15,39,0.43,0.02,9.6,0.1,1.0,33.8,52.0,0.02,POINT (-6.74890743500246 54.440004630455796),5.14,5.57,Silt
561269,690,0.5,29.2,0.83,549,0.2,0.25,64,0.59,0.04,25.4,0.2,1.0,16.6,27.0,0.06,POINT (-6.414842448471534 54.188842871819645),4.54,12.01,Clay
561270,880,2.0,37.1,1.22,383,0.86,0.1,52,0.19,0.01,19.0,0.8,8.1,27.5,38.0,0.14,POINT (-6.793517262938176 54.503265235073435),5.3,18.24,Silt
561271,230,0.5,23.6,0.54,758,0.34,0.19,45,0.52,0.02,16.3,0.24,2.3,44.2,53.0,0.06,POINT (-6.754223473798454 54.507547258330995),5.23,8.96,Silt
561272,200,0.5,10.5,0.37,502,0.16,0.17,31,0.31,0.01,16.2,0.04,1.8,25.5,42.0,0.03,POINT (-6.763303866816007 54.487022362310825),4.91,5.96,Clay
561273,180,0.5,4.2,0.08,66,0.02,0.16,19,0.4,0.02,8.7,0.03,0.05,18.5,25.0,0.03,POINT (-7.041346214504425 54.52596761454318),3.22,60.87,Clay
561274,450,0.5,28.2,0.66,598,0.15,0.15,46,0.36,0.02,13.5,0.19,1.5,30.4,36.0,0.05,POINT (-6.798733857146035 54.51540051636726),4.52,7.0,Clay
561276,290,0.5,15.2,0.32,183,0.24,0.12,27,0.26,0.02,12.9,0.06,0.4,19.7,32.0,0.06,POINT (-6.740798881787159 54.49326740221123),5.05,5.28,Silt
561277,300,0.5,11.6,0.22,284,0.22,0.25,32,0.68,0.005,11.5,0.07,0.4,34.0,34.0,0.03,POINT (-7.064232637638939 54.52542823469764),4.68,9.71,Clay
561278,450,0.5,16.1,0.27,317,0.18,0.11,39,0.29,0.02,11.3,0.12,0.2,21.1,30.0,0.04,POINT (-6.86384305741969 54.48005871553919),4.87,6.93,Clay
561279,550,0.5,19.2,0.52,510,0.13,0.16,44,0.34,0.02,10.7,0.12,4.5,32.1,34.0,0.07,POINT (-6.8401159097214075 54.46257522806304),5.18,9.21,Silt
561280,260,0.5,21.5,0.25,397,0.27,0.13,35,0.41,0.02,10.2,0.08,0.6,35.9,59.0,0.03,POINT (-6.7289067867473875 54.48309880986977),4.84,6.64,Clay
561281,850,0.5,17.4,0.49,505,0.2,0.12,47,0.33,0.02,14.9,0.14,1.9,34.8,35.0,0.05,POINT (-6.729483558951983 54.51922044025184),4.84,9.03,Clay
561282,270,0.5,11.3,0.25,396,0.2,0.11,32,0.27,0.03,8.8,0.1,0.05,22.8,37.0,0.02,POINT (-6.772641952707171 54.40346751191869),5.04,6.23,Silt
561283,250,0.5,13.0,0.33,249,0.17,0.21,36,0.4,0.02,8.6,0.06,1.2,25.8,35.0,0.02,POINT (-6.791651014061223 54.39749621837709),4.78,5.68,Clay
561284,400,0.5,18.4,0.45,158,0.15,0.09,17,0.11,0.005,12.1,0.08,1.8,13.1,21.0,0.03,POINT (-6.7540227719077235 54.51971840950818),4.92,9.35,Silt
561285,240,0.5,4.4,0.17,19,0.47,0.02,10,0.1,0.005,7.5,0.05,0.05,3.8,9.0,0.04,POINT (-6.602361424054589 54.52356741982984),5.3,83.64,Silt
561286,1060,0.5,31.5,1.9,548,0.28,0.19,119,0.55,0.01,56.7,1.33,6.9,36.5,52.0,0.1,POINT (-6.459201070957771 54.19854714344558),5.41,12.41,Silt
561288,780,0.5,24.3,0.72,369,0.15,0.23,65,0.49,0.04,25.9,0.16,2.3,19.6,32.0,0.08,POINT (-6.37027678367939 54.194654147457236),4.08,8.56,Clay
561289,820,0.5,15.7,0.4,393,1.01,0.08,40,0.26,0.01,20.8,0.25,0.9,21.8,29.0,0.07,POINT (-6.699941284900558 54.48372499253975),5.42,15.26,Silt
561290,460,0.5,10.3,0.13,132,0.21,0.16,49,0.63,0.02,8.3,0.03,0.9,35.3,43.0,0.04,POINT (-6.956166462529626 54.518704082879694),5.68,19.11,Loam
561292,260,0.5,7.6,0.12,250,0.18,0.21,37,0.8,0.02,10.9,0.04,0.05,42.7,42.0,0.03,POINT (-7.056905158646639 54.51700754706461),4.69,6.96,Clay
561293,230,0.5,11.2,0.24,150,0.13,0.17,28,0.24,0.01,13.4,0.04,1.1,18.4,39.0,0.07,POINT (-6.59051247306718 54.52767933990821),6.02,4.94,Loam
561294,670,0.5,21.2,0.66,492,0.25,0.24,80,0.51,0.04,32.8,0.18,2.6,22.7,34.0,0.07,POINT (-6.387950239226538 54.203535439644256),5.28,7.14,Silt
561295,390,0.5,16.7,0.61,397,0.22,0.14,42,0.45,0.02,12.1,0.25,1.8,35.8,44.0,0.05,POINT (-6.840789746119982 54.47910307754562),4.29,7.21,Clay
561297,460,0.5,17.2,0.35,293,0.15,0.13,44,0.27,0.02,13.5,0.12,1.2,21.8,34.0,0.05,POINT (-6.817676841000645 54.48826730994966),4.42,6.83,Clay
561298,240,0.5,17.0,0.54,468,0.32,0.17,26,0.26,0.01,8.7,0.09,2.8,31.8,43.0,0.03,POINT (-6.732773352677864 54.46833378163494),4.91,8.33,Clay
561299,280,0.5,7.2,0.23,324,0.07,0.18,21,0.23,0.02,6.2,0.07,0.2,14.9,20.0,0.02,POINT (-6.708428941076981 54.495917472161935),4.54,5.08,Clay
561300,1550,0.5,64.5,0.41,243,0.39,0.2,62,0.37,0.02,21.0,0.25,3.3,16.5,26.0,0.08,POINT (-7.061151969652668 54.48670283791058),4.97,22.47,Silt
561301,270,0.5,18.9,0.14,71,0.27,0.1,25,0.24,0.02,6.9,0.11,0.05,26.1,36.0,0.04,POINT (-6.773428234324397 54.443148995801074),5.26,9.22,Silt
561304,300,0.5,23.0,0.25,170,0.15,0.14,32,0.17,0.02,13.5,0.08,1.4,14.0,31.0,0.04,POINT (-6.619198219591368 54.496512147238356),4.97,6.77,Silt
561305,200,0.5,12.4,0.26,185,0.27,0.12,32,0.31,0.02,10.1,0.11,1.1,26.8,47.0,0.03,POINT (-6.734682332909498 54.41446745438462),4.81,6.73,Clay
561306,330,0.5,64.0,0.33,875,0.2,0.12,59,0.43,0.01,11.8,0.11,0.4,47.3,50.0,0.03,POINT (-6.515290527115708 54.48546053790836),4.77,8.55,Clay
561307,720,0.5,26.7,0.36,655,0.28,0.15,68,0.65,0.02,10.4,0.16,0.05,50.1,66.0,0.03,POINT (-6.547327597742395 54.464054173672146),5.57,9.0,Silt
561308,190,0.5,14.5,0.21,257,0.28,0.15,38,0.31,0.02,10.2,0.08,0.05,25.2,47.0,0.04,POINT (-6.559080398216909 54.47456271442569),5.72,11.45,Loam
561309,290,0.5,27.1,0.54,477,0.59,0.12,51,0.75,0.04,10.7,0.2,0.6,66.6,82.0,0.04,POINT (-6.496450792044361 54.41813263207321),5.16,10.17,Silt
561310,530,0.5,22.9,0.71,444,0.36,0.17,50,0.34,0.02,25.5,0.23,4.0,28.0,37.0,0.25,POINT (-6.655430313488906 54.42529032278376),5.34,9.09,Silt
561311,450,0.5,21.1,0.26,257,0.27,0.12,39,0.28,0.02,11.2,0.16,0.9,23.8,38.0,0.05,POINT (-6.761095741359836 54.41561282414445),5.46,6.19,Silt
561312,610,0.5,51.5,0.66,762,0.65,0.17,63,0.86,0.02,17.1,0.4,1.9,71.0,74.0,0.07,POINT (-6.544755844840186 54.391789465933385),5.81,7.63,Loam
561313,440,0.5,14.6,0.36,250,0.21,0.13,30,0.26,0.02,12.3,0.22,0.9,20.7,31.0,0.04,POINT (-6.801836755938021 54.493277044418654),5.24,7.76,Silt
561314,170,0.5,6.0,0.08,104,0.06,0.15,26,0.5,0.02,8.0,0.02,0.05,25.9,28.0,0.02,POINT (-7.0084139999624915 54.50762685837919),3.94,26.15,Clay
561315,240,0.5,12.2,0.3,120,0.33,0.15,45,0.31,0.02,16.4,0.1,0.7,23.0,39.0,0.03,POINT (-6.641110959767574 54.44779708268598),5.53,14.16,Silt
561316,490,0.5,16.2,0.93,548,1.97,0.06,28,0.26,0.02,13.4,0.29,2.0,29.4,26.0,0.07,POINT (-6.647899924402999 54.40411136373505),5.31,47.36,Silt
561317,680,1.0,27.2,0.37,167,3.02,0.02,20,0.22,0.005,19.6,0.34,0.6,21.8,14.0,0.2,POINT (-6.463020686732216 54.473684408223626),5.43,77.44,Silt
561318,240,0.5,22.0,0.24,292,0.46,0.13,61,0.49,0.01,11.6,0.15,0.2,41.7,68.0,0.05,POINT (-6.500875640088903 54.47625336619422),5.3,10.73,Silt
561319,170,0.5,3.6,0.14,7,0.24,0.005,13,0.17,0.02,17.3,0.12,0.05,1.6,2.0,0.08,POINT (-6.5841379221330385 54.47352928295463),3.11,96.53,Clay
561320,400,0.5,25.4,0.29,270,0.49,0.15,45,0.43,0.02,16.5,0.35,2.0,35.9,45.0,0.09,POINT (-6.631311112315079 54.42870287124977),5.3,11.1,Silt
561321,390,0.5,6.0,0.13,100,0.1,0.15,29,0.46,0.02,8.0,0.03,0.05,22.2,35.0,0.05,POINT (-6.977336441668944 54.52370926363732),4.35,41.01,Clay
561322,190,0.5,11.3,0.28,571,0.24,0.16,30,0.32,0.01,10.4,0.06,1.8,24.6,36.0,0.04,POINT (-6.788256862402066 54.4901050838288),4.44,6.14,Clay
561323,330,0.5,13.8,0.33,623,0.2,0.18,38,0.37,0.02,11.3,0.11,1.2,30.3,33.0,0.04,POINT (-6.673885386547489 54.414425930738474),4.98,6.49,Silt
561324,730,0.5,6.2,0.38,97,0.19,0.12,29,0.32,0.02,18.9,0.25,4.1,16.7,27.0,0.09,POINT (-6.984481068303527 54.51524397117189),4.43,12.3,Clay
561325,610,0.5,19.1,1.21,665,4.93,0.06,15,0.4,0.02,12.4,0.46,1.2,22.8,16.0,0.12,POINT (-6.507280284906421 54.49820934306228),4.76,48.18,Clay
561326,380,0.5,22.4,0.25,434,0.45,0.1,53,0.62,0.02,12.7,0.15,0.05,46.6,79.0,0.05,POINT (-6.477638811505925 54.413611348388535),5.05,10.13,Silt
561327,460,0.5,15.6,0.33,349,0.24,0.14,40,0.29,0.02,10.9,0.1,0.05,23.4,39.0,0.03,POINT (-6.791111656693407 54.44774740158362),5.14,6.42,Silt
561328,190,0.5,12.3,0.14,139,0.62,0.19,41,0.5,0.01,13.8,0.14,0.05,32.7,57.0,0.07,POINT (-6.5619021743476615 54.456133753434216),5.74,20.6,Loam
561329,230,0.5,19.0,0.23,401,0.32,0.12,35,0.31,0.02,10.1,0.13,0.9,36.9,95.0,0.03,POINT (-6.57816178155161 54.48482409681515),5.4,7.25,Silt
561331,520,0.5,67.4,0.29,1000,1.08,0.26,58,2.21,0.09,5.8,0.17,0.05,147.0,109.0,0.02,POINT (-6.512171109241259 54.410717614156646),4.71,8.53,Clay
561333,1350,0.5,25.7,1.09,416,0.95,0.16,61,0.31,0.02,44.0,0.32,3.8,39.2,35.0,0.07,POINT (-6.78727055497664 54.429579191803796),5.37,20.35,Silt
561335,170,0.5,7.9,0.18,87,0.17,0.13,25,0.21,0.02,10.4,0.05,0.5,21.1,24.0,0.04,POINT (-6.594562651171797 54.4938653460346),5.62,12.18,Loam
561336,780,0.5,16.6,0.41,51,1.42,0.07,35,0.15,0.02,17.0,0.12,0.05,8.3,7.0,0.06,POINT (-6.533083774145191 54.49403317477767),5.23,74.2,Silt
561337,690,0.5,28.5,0.47,325,0.7,0.11,38,0.19,0.01,14.0,0.35,2.6,28.6,30.0,0.06,POINT (-6.713124896605688 54.42503850829269),5.21,12.32,Silt
561338,780,1.0,38.8,0.48,17,0.43,0.04,32,0.05,0.005,70.1,0.24,3.6,10.2,12.0,0.18,POINT (-6.575092668945787 54.50252269189211),5.04,67.78,Silt
561339,450,0.5,8.8,0.21,157,0.19,0.16,34,0.46,0.02,8.1,0.04,4.1,32.1,33.0,0.09,POINT (-6.97704990149562 54.50984499654443),5.04,11.13,Silt
561340,300,0.5,21.7,0.42,642,0.27,0.16,39,0.35,0.03,11.2,0.15,1.6,31.0,40.0,0.04,POINT (-6.542175510760573 54.42937570083216),4.76,6.3,Clay
561341,370,0.5,13.5,1.45,1040,0.41,0.2,40,0.26,0.02,12.4,0.51,5.8,38.4,41.0,0.05,POINT (-6.642566912549719 54.393063817916186),5.9,7.82,Loam
561342,880,1.0,21.9,0.66,231,1.04,0.05,32,0.2,0.005,27.4,0.4,2.3,26.0,35.0,0.15,POINT (-6.49884393996036 54.4938103742927),5.3,42.63,Silt
561343,350,0.5,19.5,0.62,608,0.18,0.14,84,0.61,0.02,16.8,0.19,3.0,45.4,53.0,0.03,POINT (-6.65784279845279 54.385418372515225),4.67,8.97,Clay
561344,680,0.5,14.8,0.65,100,1.85,0.03,31,0.11,0.01,16.6,0.22,0.1,10.0,5.0,0.08,POINT (-6.654478319001052 54.442583198938706),4.53,85.23,Clay
561345,240,0.5,5.2,0.23,117,0.12,0.12,23,0.15,0.02,10.7,0.07,0.9,15.1,21.0,0.04,POINT (-6.6647820353324185 54.44994773373366),4.46,8.26,Clay
561346,610,0.5,11.0,0.3,444,0.27,0.13,45,0.19,0.02,11.8,0.17,1.5,20.6,32.0,0.06,POINT (-6.683318947945588 54.459377878510644),5.4,7.51,Silt
561348,380,0.5,13.5,0.3,464,0.09,0.17,34,0.2,0.02,7.1,0.08,1.2,23.0,29.0,0.03,POINT (-6.67774964818757 54.4737993858436),4.74,7.55,Clay
561349,500,0.5,52.8,1.0,662,0.26,0.16,50,0.27,0.02,25.4,0.21,4.5,26.4,37.0,0.28,POINT (-6.566078644543018 54.40502698519322),5.1,7.01,Silt
561350,1290,0.5,26.2,0.57,328,0.96,0.21,77,0.29,0.01,23.5,0.24,2.8,27.6,23.0,0.07,POINT (-6.636945250282016 54.46738049437453),4.97,21.21,Silt
561351,120,0.5,8.4,0.21,208,0.14,0.15,32,0.24,0.02,11.2,0.06,0.8,21.4,39.0,0.02,POINT (-6.579243619854291 54.46697625775699),4.3,10.18,Clay
561352,680,0.5,19.5,0.43,849,0.17,0.13,44,0.2,0.02,16.6,0.11,1.2,18.4,23.0,0.05,POINT (-6.701049085803429 54.410795157301386),5.02,5.38,Silt
561353,560,0.5,14.6,0.21,49,0.78,0.09,39,0.24,0.01,13.6,0.14,0.7,16.6,16.0,0.06,POINT (-6.588413623907013 54.45732691185648),4.34,58.3,Clay
561354,540,0.5,23.3,0.25,135,0.83,0.19,58,0.44,0.02,15.7,0.27,2.1,39.7,49.0,0.06,POINT (-6.530395631370675 54.47260005858323),5.52,36.43,Silt
561355,850,0.5,41.5,0.57,610,0.37,0.14,60,0.29,0.03,48.6,0.28,8.0,29.6,47.0,0.62,POINT (-6.5283513519898175 54.42125689604543),5.09,10.4,Silt
561356,270,0.5,17.1,0.27,440,0.24,0.11,36,0.26,0.03,8.9,0.09,0.6,25.8,48.0,0.03,POINT (-6.478028283657485 54.467100204527746),5.56,7.34,Silt
561357,320,0.5,18.9,0.35,889,0.2,0.12,70,0.43,0.02,16.4,0.14,1.7,52.6,37.0,0.06,POINT (-6.653015371287437 54.46084959766785),5.65,6.43,Loam
561358,280,0.5,3.9,0.19,27,0.23,0.03,31,0.12,0.04,30.5,0.22,0.9,2.1,2.0,0.08,POINT (-6.610246049852504 54.485143441863414),2.86,95.68,Clay
561359,380,0.5,7.3,0.23,96,0.32,0.11,28,0.14,0.02,13.8,0.12,1.0,12.8,24.0,0.06,POINT (-6.669744233703111 54.394372612724936),5.37,19.29,Silt
561361,260,0.5,9.3,0.25,237,0.09,0.08,25,0.17,0.02,16.0,0.09,0.9,19.9,21.0,0.02,POINT (-6.562601465032819 54.50787309640503),4.41,7.89,Clay
561362,560,0.5,21.6,0.46,301,0.22,0.1,37,0.2,0.02,11.7,0.17,2.1,18.3,25.0,0.05,POINT (-6.803720845647282 54.479496421598725),5.57,8.87,Silt
