,Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,pH,%OM,ARCA_ID,OBJECTID,bh,shape_star,shape_stle,hydoconnec,rainfall_2,slope_2,landclass2,host_2,soilp_2,q10_2,riverbuff2,rwb_stat_2,erosion,riskscore2,ruleid,override,SHAPE__Length,SHAPE__Area,GlobalID,SHAPE_Length,SHAPE_Area,geometry
0,554401,723,2.0,50.3,4.66,229.0,0.91,0.31,57,0.73,0.03,23.3,0.48,46.3,56.4,50.0,5.79,22.41,{A90DBEB1-C806-4217-AD3A-7F8E2E9F8C1B},119285,Improved grassland,13942.9696739,690.91624163,Yes,0.1,0.05,0.3,0.0,0.2,0.3,0.3,0.1,0.0,1.35,2,,690.91624163,13942.96964548,{A90DBEB1-C806-4217-AD3A-7F8E2E9F8C1B},0.008578923474583987,1.9319876164638076e-06,POINT (-7.720373794084306 54.47358743951373)
1,554403,293,0.5,12.8,0.17,126.0,0.19,0.17,34,0.56,0.04,11.7,0.1,2.1,20.9,31.0,5.35,20.95,{0D34CC82-A3F3-4D46-B20B-5D2F87450C2C},46018,Improved grassland,22645.6823813,602.46061219,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.2,0.0,1.0,2,,602.46061219,22645.68246106,{0D34CC82-A3F3-4D46-B20B-5D2F87450C2C},0.007513770744778713,3.1277393866347822e-06,POINT (-7.549276298012581 54.34089603528862)
2,554420,258,2.0,13.8,0.52,637.0,0.1,0.31,119,0.45,0.03,66.8,0.24,14.1,22.2,28.0,4.49,33.14,{FEF281F4-DB8C-4EB7-8F60-33C09EC80B27},53865,Improved grassland,8194.6618003,426.20591548,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,426.20591548,8194.66182663,{FEF281F4-DB8C-4EB7-8F60-33C09EC80B27},0.004932640400225921,1.1327347392596271e-06,POINT (-7.455703692359239 54.37461173952328)
3,554445,493,1.0,6.7,0.28,57.0,0.44,0.06,37,0.2,0.02,50.7,0.14,2.0,7.8,7.0,4.61,35.78,{A34B257E-6A6A-4FF1-BF61-C32CA12B1B7C},53459,Improved grassland,4149.16250281,266.26459601,Yes,0.1,0.05,0.3,0.0,0.3,0.0,0.0,0.2,0.0,0.95,2,,266.26459601,4149.16247155,{A34B257E-6A6A-4FF1-BF61-C32CA12B1B7C},0.0031138580769623477,5.738748578396244e-07,POINT (-7.527364532823108 54.398666190739206)
4,554457,327,0.5,19.1,0.34,544.0,0.19,0.25,46,0.73,0.03,26.1,0.09,3.6,36.4,41.0,5.28,12.09,{90472EC6-9CA4-45C4-90C6-47015CF40AAC},126822,Improved grassland,616.13610886,124.46322029,Yes,0.1,0.05,0.3,0.0,0.3,0.0,0.0,0.2,0.0,0.95,2,,124.46322029,616.13611538,{90472EC6-9CA4-45C4-90C6-47015CF40AAC},0.0016361577080088396,8.518144185797715e-08,POINT (-7.587620670576821 54.38088423765243)
5,554464,258,0.5,17.1,0.33,655.0,0.13,0.44,53,1.14,0.03,14.6,0.01,7.5,57.7,50.0,5.39,8.72,{08ECBDFF-E768-4A0B-B9D5-7ABD45D49436},119892,Improved grassland,1442.44708082,272.65958297,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.2,0.0,1.0,2,,272.65958297,1442.44709444,{08ECBDFF-E768-4A0B-B9D5-7ABD45D49436},0.002707017650051436,1.9983470204160813e-07,POINT (-7.639205037783009 54.467047888541366)
6,554466,569,1.0,9.7,0.25,293.0,0.08,0.16,38,0.43,0.03,13.5,0.12,3.5,12.6,27.0,4.27,11.98,{24FC457C-0030-4473-9D35-7D3078271498},53340,Improved grassland,9929.61458048,392.25823361,Yes,0.1,0.15,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.25,2,,392.25823361,9929.6146458,{24FC457C-0030-4473-9D35-7D3078271498},0.005126667370287198,1.3720223311479156e-06,POINT (-7.515570620362339 54.358184510356935)
7,554468,479,2.0,38.8,1.64,213.0,1.7,0.09,35,0.44,0.01,13.6,0.21,16.1,29.1,20.0,4.98,35.67,{C54662E1-7452-4717-B2BC-993137B84EDF},53569,Improved grassland,4382.8720712,271.76835809,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.3,0.2,0.0,1.3,2,,271.76835809,4382.87208667,{C54662E1-7452-4717-B2BC-993137B84EDF},0.0036094952255332916,6.072155235765036e-07,POINT (-7.673713841375685 54.467819828664645)
8,554469,521,0.5,11.4,0.47,212.0,1.64,0.04,17,0.12,0.005,13.5,0.24,1.9,9.0,5.0,4.84,26.41,{5B4C0EE0-503F-4584-B2BD-60C62F6EE051},118986,Improved grassland,2698.2587113,398.39754493,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,398.39754493,2698.25876807,{5B4C0EE0-503F-4584-B2BD-60C62F6EE051},0.004879253873859398,3.7265799202198514e-07,POINT (-7.393971814611833 54.338850089577626)
9,554470,594,1.0,17.1,0.55,619.0,0.23,0.29,72,0.95,0.02,18.8,0.14,5.5,49.6,49.0,5.15,15.5,{57210C09-357C-4E1A-B4A6-1A8485C2DB45},46226,Improved grassland,4323.09045902,435.46113536,Yes,0.1,0.1,0.3,0.0,0.2,0.0,0.0,0.1,0.4,1.2,2,,435.46113536,4323.09033154,{57210C09-357C-4E1A-B4A6-1A8485C2DB45},0.005419047086790369,5.986028448838473e-07,POINT (-7.694343783619524 54.443735527906824)
10,554473,978,0.5,40.3,1.08,219.0,1.75,0.09,102,0.37,0.01,20.8,0.5,6.8,23.8,21.0,5.02,48.6,{8E6BEE1C-641C-4383-8104-201EBCEEFA01},168330,Improved grassland,6052.22391364,561.2128773,Yes,0.1,0.05,0.3,0.0,0.3,0.0,0.0,0.1,0.6,1.45,3,,561.2128773,6052.2238319,{8E6BEE1C-641C-4383-8104-201EBCEEFA01},0.0076619268767629265,8.382240979570332e-07,POINT (-7.714073777591737 54.45467172573425)
11,554485,662,0.5,23.5,0.39,247.0,0.35,0.38,76,1.25,0.03,18.5,0.1,5.4,58.9,41.0,5.37,27.05,{88B2CD67-72EB-463C-A86B-6DD7C5785CBB},53601,Improved grassland,7121.95142876,335.43419915,Yes,0.1,0.1,0.3,0.0,0.3,0.3,0.0,0.2,0.0,1.3,2,,335.43419915,7121.95142952,{88B2CD67-72EB-463C-A86B-6DD7C5785CBB},0.0039620036245186785,9.86764976269839e-07,POINT (-7.618640653618376 54.471063138838446)
12,554492,455,0.5,12.1,0.27,345.0,0.2,0.14,39,0.51,0.03,16.3,0.13,6.2,16.5,35.0,5.25,14.05,{6140B429-9EBC-4D18-8598-EF5D9B0B4441},53336,Improved grassland,9701.41226881,426.54515006,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,426.54515006,9701.4122594,{6140B429-9EBC-4D18-8598-EF5D9B0B4441},0.005627080075986031,1.3399603589047685e-06,POINT (-7.514148148481568 54.341873586854966)
13,554497,342,0.5,5.8,0.24,179.0,0.53,0.13,27,0.38,0.02,15.8,0.13,6.0,12.4,26.0,5.18,27.21,{E77A73B5-D9C2-4348-BFC0-046684176EAC},95111,Improved grassland,20792.2047603,606.19019868,Yes,0.1,0.15,0.0,0.3,0.3,0.0,0.0,0.2,0.0,1.05,2,,606.19019868,20792.20465059,{E77A73B5-D9C2-4348-BFC0-046684176EAC},0.007639659672864592,2.872223145059364e-06,POINT (-7.530008982710808 54.34783865937867)
14,554506,300,1.0,8.0,0.33,154.0,0.16,0.15,38,0.51,0.02,14.9,0.15,8.3,24.1,27.0,4.04,22.24,{C14D8AFD-6EF7-474D-9FEF-D8F4B789D008},28847,Improved grassland,7125.18541872,349.92471936,Yes,0.1,0.15,0.0,0.3,0.2,0.0,0.3,0.1,0.0,1.15,2,,349.92471936,7125.185467,{C14D8AFD-6EF7-474D-9FEF-D8F4B789D008},0.004551363925843029,9.856073735469757e-07,POINT (-7.410203010486195 54.404591683999925)
15,554508,441,0.5,11.5,0.31,305.0,0.2,0.14,52,0.22,0.01,30.4,0.29,6.1,13.2,22.0,4.49,9.93,{18F6FDB2-D79B-4AAE-B186-36433B586E93},120525,Improved grassland,12098.8912553,534.35219181,Yes,0.1,0.05,0.3,0.0,0.3,0.3,0.3,0.1,0.2,1.65,3,,534.35219181,12098.89148828,{18F6FDB2-D79B-4AAE-B186-36433B586E93},0.007516456341702367,1.673809041463118e-06,POINT (-7.244881869126204 54.409456148839354)
16,554513,467,0.5,17.6,0.21,107.0,1.28,0.04,19,0.21,0.005,13.4,0.15,4.5,14.0,9.0,4.67,35.29,{C1EBC562-9F2E-4139-9C81-42FD74575659},127148,Improved grassland,6276.9477943,334.1721399,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,334.1721399,6276.94777165,{C1EBC562-9F2E-4139-9C81-42FD74575659},0.004014490702000246,8.689184710924287e-07,POINT (-7.528979059252975 54.43510050178385)
17,554518,454,0.5,10.9,0.24,244.0,0.03,0.17,30,0.2,0.02,11.9,0.08,5.5,11.9,21.0,3.92,11.53,{2EF2FDAE-97F8-4C12-AE56-CF56C3B88908},53945,Improved grassland,5317.39419497,304.3528783,Yes,0.1,0.1,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.8,1,,304.3528783,5317.39421501,{2EF2FDAE-97F8-4C12-AE56-CF56C3B88908},0.004144426606809691,7.353726958337061e-07,POINT (-7.425506384078775 54.39490935896555)
18,554523,529,0.5,23.4,0.28,162.0,0.93,0.11,41,0.41,0.005,20.3,0.21,3.8,22.7,22.0,5.16,51.95,{98FA33AF-3DCA-4243-82F7-CA517C59264B},120037,Improved grassland,10075.6365349,454.85678578,Yes,0.1,0.15,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.25,2,,454.85678578,10075.63651739,{98FA33AF-3DCA-4243-82F7-CA517C59264B},0.006475687878408267,1.3954193155788791e-06,POINT (-7.4939826481360345 54.45380617248075)
19,554538,453,0.5,10.8,0.31,624.0,0.15,0.22,49,0.77,0.03,13.9,0.08,4.4,23.3,40.0,4.73,10.1,{51E1D508-FAD1-4DCB-B574-511A179DCC50},127700,Improved grassland,8351.02889777,422.80101471,Yes,0.1,0.1,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.7,1,,422.80101471,8351.028875,{51E1D508-FAD1-4DCB-B574-511A179DCC50},0.00565668283510936,1.156060149454495e-06,POINT (-7.441085043374537 54.43574972269145)
20,554539,703,2.0,29.7,0.52,370.0,0.38,0.23,59,1.04,0.02,16.9,0.12,9.8,55.8,47.0,5.02,14.13,{9B1817DE-2E28-4FBC-8B7E-63E7765C633D},128225,Improved grassland,6613.78073917,370.82161685,Yes,0.1,0.1,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.8,1,,370.82161685,6613.78069084,{9B1817DE-2E28-4FBC-8B7E-63E7765C633D},0.004269229424376594,9.168348202629181e-07,POINT (-7.556798347957289 54.493220603571054)
21,554540,253,0.5,2.6,0.22,11.0,0.36,0.05,39,0.18,0.04,13.7,0.12,1.0,1.4,0.5,3.23,94.5,{B32D9A37-90F9-487E-968E-C929F2825654},22100,Improved grassland,21558.6347098,662.58298309,Yes,0.1,0.05,0.0,0.3,0.3,0.0,0.0,0.2,0.0,0.95,2,,662.58298309,21558.63454577,{B32D9A37-90F9-487E-968E-C929F2825654},0.008222575868697452,2.980506829628022e-06,POINT (-7.349861185544549 54.38177782901486)
22,554545,251,0.5,7.8,0.27,310.0,0.22,0.17,35,0.74,0.05,43.5,0.1,4.6,22.6,33.0,4.78,12.69,{BD33CC2C-273E-4761-A6C8-47E38EC72DBF},102473,Improved grassland,12029.8445573,451.76782754,Yes,0.15,0.1,0.0,0.3,0.3,0.0,0.3,0.1,0.0,1.25,2,,451.76782754,12029.84459542,{BD33CC2C-273E-4761-A6C8-47E38EC72DBF},0.005599029375704025,1.664617139308314e-06,POINT (-7.4679753753879945 54.418012030581544)
23,554548,120,0.5,2.6,0.16,74.0,0.07,0.12,15,0.25,0.02,9.7,0.05,1.1,8.2,20.0,4.52,34.93,{1A0DD058-B959-4AEF-B92C-15B58FC96790},102314,Improved grassland,12343.3300678,445.80381093,No,0.1,0.1,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.8,1,,445.80381093,12343.32997395,{1A0DD058-B959-4AEF-B92C-15B58FC96790},0.0051903998974792255,1.7076308524247975e-06,POINT (-7.450490659461435 54.40889628442475)
24,554551,498,1.0,49.2,0.27,113.0,0.43,0.21,23,0.23,0.005,28.4,0.46,7.7,11.6,17.0,4.46,16.5,{EDBB6A29-1CB9-437F-AECD-DBF1FF0A9623},54118,Improved grassland,7851.75362857,390.76576444,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.2,2,,390.76576444,7851.753714,{EDBB6A29-1CB9-437F-AECD-DBF1FF0A9623},0.0054683246125831605,1.0861464828230527e-06,POINT (-7.270252025654831 54.40658469415545)
25,554554,1110,4.0,34.8,1.53,319.0,1.46,0.06,82,0.11,0.005,20.2,1.57,7.5,19.5,15.0,5.01,19.92,{43D91C85-12E6-48AF-820F-EAF6148820F2},54092,Improved grassland,7614.7026589,463.4211929,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.2,2,,463.4211929,7614.70272488,{43D91C85-12E6-48AF-820F-EAF6148820F2},0.005386129128029459,1.0527568183984777e-06,POINT (-7.255046682815229 54.38311634350584)
26,554557,586,5.0,27.8,0.36,155.0,0.86,0.12,31,0.69,0.02,16.2,0.31,6.3,22.4,40.0,4.73,36.43,{494C4EE2-ACB4-4FB0-A2B2-83B295D201D5},21927,Improved grassland,18678.21659,621.3069569,Yes,0.1,0.1,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.9,2,,621.3069569,18678.21659173,{494C4EE2-ACB4-4FB0-A2B2-83B295D201D5},0.008239836212093636,2.5840090718319563e-06,POINT (-7.483972934205477 54.40877457134519)
27,554571,81,0.5,6.2,0.12,49.0,0.01,0.16,17,0.18,0.005,20.2,0.03,3.0,8.7,12.0,3.45,16.68,{00818918-216C-42B6-849C-8A1510E685C7},95438,Improved grassland,35799.5419314,990.0523447,Yes,0.1,0.15,0.0,0.3,0.2,0.0,0.3,0.1,0.0,1.15,2,,990.0523447,35799.54206688,{00818918-216C-42B6-849C-8A1510E685C7},0.011950861941592044,4.953802874401602e-06,POINT (-7.312675915149351 54.41962634000877)
28,554574,256,0.5,6.9,0.24,114.0,0.1,0.14,28,0.5,0.03,12.8,0.06,1.7,16.0,29.0,4.32,16.31,{3182AAA8-985F-4D83-8651-B4D326BF7B94},28991,Improved grassland,12464.0068934,495.20684938,Yes,0.1,0.1,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.8,1,,495.20684939,12464.00690333,{3182AAA8-985F-4D83-8651-B4D326BF7B94},0.006456674521052849,1.7253485962002478e-06,POINT (-7.409034662686171 54.43442026947919)
29,554587,167,0.5,7.3,0.21,122.0,0.16,0.17,21,0.48,0.05,12.7,0.06,2.3,20.4,27.0,4.53,11.64,{16C6994A-4D80-455A-9840-9D68F7010228},168425,Improved grassland,12994.9868395,517.28585165,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,517.28585165,12994.98708296,{16C6994A-4D80-455A-9840-9D68F7010228},0.006727415906102175,1.7986620723026202e-06,POINT (-7.485646410782338 54.42885982090047)
30,554595,541,0.5,13.6,0.51,340.0,0.44,0.16,50,0.66,0.03,22.7,0.22,9.6,33.7,36.0,4.85,12.33,{FE028D76-571C-43F9-8FF0-725E0CA11AFF},168500,Improved grassland,17768.2726951,551.87055318,Yes,0.1,0.15,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.85,2,,551.87055318,17768.27284958,{FE028D76-571C-43F9-8FF0-725E0CA11AFF},0.006501899415124606,2.4607440611266666e-06,POINT (-7.4428264157616795 54.4527724732321)
31,554598,759,0.5,20.3,0.37,427.0,0.31,0.24,50,0.68,0.02,24.8,0.22,6.7,43.3,37.0,5.0,16.12,{45195808-2B13-4986-A24E-DBD2D5E896B9},120917,Improved grassland,9937.41285,538.76144038,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.2,2,,538.76144038,9937.41286567,{45195808-2B13-4986-A24E-DBD2D5E896B9},0.007440924480682179,1.377534002646514e-06,POINT (-7.465472918900247 54.49187187255412)
32,554603,914,1.0,12.5,1.69,1150.0,0.5,0.11,35,0.08,0.01,26.5,0.47,8.5,19.6,16.0,5.15,12.89,{13E12AB5-D2DB-4693-8DB0-9D71698C2EEA},20443,Improved grassland,17440.4262076,516.55194777,Yes,0.1,0.15,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.75,1,,516.55194777,17440.4261321,{13E12AB5-D2DB-4693-8DB0-9D71698C2EEA},0.0060580658219262515,2.4085308882991425e-06,POINT (-7.241147158727154 54.337311610327674)
33,554608,143,0.5,5.7,0.72,389.0,0.32,0.17,31,0.18,0.02,18.5,0.13,4.3,16.8,16.0,6.4,9.66,{909E9F03-2B95-49B7-8F64-D1DB8595D9FE},103760,Improved grassland,8025.56031003,362.55394804,No,0.1,0.1,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.9,2,,362.55394804,8025.56033059,{909E9F03-2B95-49B7-8F64-D1DB8595D9FE},0.00425417664616611,1.1097051400991894e-06,POINT (-7.17545612470092 54.38940846745335)
34,554616,190,0.5,12.9,0.9,58.0,0.2,0.21,22,0.1,0.01,25.0,0.07,8.4,11.8,20.0,4.5,16.22,{622112AE-4146-47FC-90D5-323EDEB4C742},96335,Improved grassland,16661.1271256,591.44114389,Yes,0.1,0.1,0.0,0.3,0.2,0.3,0.3,0.1,0.2,1.6,3,,591.44114389,16661.12720876,{622112AE-4146-47FC-90D5-323EDEB4C742},0.007360051644243879,2.303960638158008e-06,POINT (-7.111604411904553 54.393644896311756)
35,554618,554,2.0,5.7,1.78,146.0,0.14,0.03,24,0.04,0.005,20.8,0.21,6.3,6.7,6.0,4.31,11.84,{DBE79FC0-EE7A-420F-AD27-737F8A4C01E7},96331,Improved grassland,34470.7516538,834.00807707,Yes,0.1,0.15,0.0,0.3,0.0,0.3,0.3,0.1,0.0,1.25,2,,834.00807707,34470.75157465,{DBE79FC0-EE7A-420F-AD27-737F8A4C01E7},0.009876454883143404,4.766211688127787e-06,POINT (-7.080507258937026 54.390150897289786)
36,554625,190,0.5,6.1,0.82,1380.0,0.18,0.09,36,0.09,0.005,15.4,0.13,4.9,16.4,12.0,6.36,9.34,{A9B91BBC-9C3D-4103-8D46-6597652A4344},28916,Improved grassland,10794.4937056,485.26601968,Yes,0.1,0.1,0.0,0.3,0.3,0.3,0.3,0.1,0.0,1.5,3,,485.26601968,10794.493807,{A9B91BBC-9C3D-4103-8D46-6597652A4344},0.005217436673335626,1.4914592695126665e-06,POINT (-7.264471325985322 54.35700467376179)
37,554626,856,0.5,11.3,0.17,133.0,0.43,0.17,43,0.5,0.02,16.0,0.13,5.7,30.7,41.0,4.9,25.87,{C1CA3AD0-E29D-4282-BB1B-6B530757D58B},47053,Improved grassland,22113.9864054,612.69540605,Yes,0.1,0.05,0.3,0.0,0.3,0.0,0.0,0.2,0.0,0.95,2,,612.69540605,22113.98626872,{C1CA3AD0-E29D-4282-BB1B-6B530757D58B},0.007628209022278786,3.0612109390406804e-06,POINT (-7.250984207095686 54.43543885487383)
38,554630,1370,2.0,35.3,1.36,163.0,0.61,0.1,47,0.09,0.005,45.5,1.04,7.3,23.7,26.0,4.84,30.74,{5EC34EE9-85C5-4531-9A7B-2071CA18B28D},6482,Arable and horticulture,5882.17621919,354.22275829,Yes,0.1,0.1,0.0,0.45,0.3,0.0,0.3,0.1,0.0,1.35,2,,354.22275829,5882.17615763,{5EC34EE9-85C5-4531-9A7B-2071CA18B28D},0.004342947742231707,8.135530652825046e-07,POINT (-7.130517625940029 54.40054737552027)
39,554638,204,0.5,5.0,0.57,67.0,0.02,0.12,15,0.06,0.005,26.7,0.03,5.2,8.8,16.0,3.5,25.33,{4AB95F87-7F96-486E-B828-C112A321C250},102424,Improved grassland,10454.6404821,519.52900577,No,0.1,0.15,0.0,0.3,0.2,0.0,0.3,0.1,0.0,1.15,2,,519.52900577,10454.6403717,{4AB95F87-7F96-486E-B828-C112A321C250},0.006886427960506749,1.444258444689962e-06,POINT (-7.255085837092732 54.351215477274316)
40,554650,335,0.5,12.2,1.45,103.0,0.53,0.1,35,0.2,0.01,21.6,0.35,8.1,18.1,14.0,4.91,14.33,{B0DDEF44-8AF1-40AA-A532-4CA79FD695BF},168903,Improved grassland,8312.06010917,484.5648218,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.2,0.1,0.2,1.3,2,,484.5648218,8312.06021389,{B0DDEF44-8AF1-40AA-A532-4CA79FD695BF},0.005601866336735833,1.1501247197207547e-06,POINT (-7.192942367970891 54.41845412690617)
41,554654,416,0.5,13.3,1.15,483.0,0.15,0.14,51,0.21,0.02,24.0,0.22,6.5,25.8,21.0,4.6,11.12,{C259CE0B-C5C1-478C-A20D-CDDBF9406D6C},127562,Improved grassland,6586.21023138,347.86844382,No,0.1,0.1,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.2,2,,347.86844382,6586.21030337,{C259CE0B-C5C1-478C-A20D-CDDBF9406D6C},0.0037259191798257366,9.105487294545054e-07,POINT (-7.315624063271198 54.38229822501241)
42,554657,98,0.5,7.8,1.0,440.0,0.12,0.31,23,0.15,0.005,19.8,0.03,8.1,16.1,23.0,5.33,11.39,{352E367A-1D58-474D-AFEB-76FA4A40B972},23077,Improved grassland,13140.2746786,524.41129245,Yes,0.1,0.1,0.0,0.3,0.3,0.0,0.3,0.1,0.0,1.2,2,,524.41129245,13140.27473431,{352E367A-1D58-474D-AFEB-76FA4A40B972},0.007004282121971323,1.816515430833458e-06,POINT (-7.1648532547990165 54.38015419117808)
43,554665,450,0.5,27.8,1.67,1140.0,0.31,0.35,65,0.35,0.01,58.8,0.36,10.8,40.2,24.0,4.73,8.58,{B7F49C9B-7E2C-4696-A0CD-2B9D285039DA},48986,Improved grassland,35894.4769202,851.66782061,Yes,0.1,0.15,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.25,2,,851.66782062,35894.47651118,{B7F49C9B-7E2C-4696-A0CD-2B9D285039DA},0.01101186695124868,4.965700338293982e-06,POINT (-7.143428492880492 54.40904844273229)
44,554666,349,0.5,10.8,0.19,126.0,0.33,0.14,27,0.36,0.03,14.3,0.09,2.3,22.8,20.0,5.27,24.67,{CBDB7A48-AE61-4D54-BA6C-6D9327076F00},92383,Improved grassland,46599.0239674,892.6030433,Yes,0.1,0.1,0.0,0.3,0.3,0.0,0.3,0.2,0.0,1.3,2,,892.60304329,46599.02408902,{CBDB7A48-AE61-4D54-BA6C-6D9327076F00},0.011135636579643001,6.450303793283219e-06,POINT (-7.277066658049689 54.43413349447415)
45,554675,123,0.5,6.8,0.32,384.0,0.07,0.13,32,0.14,0.02,14.5,0.05,4.2,15.5,16.0,4.37,5.47,{853BD118-3EBF-4E92-9288-494DFD6BAD48},96344,Improved grassland,16233.6831231,549.65967176,Yes,0.1,0.15,0.0,0.3,0.3,0.0,0.3,0.1,0.0,1.25,2,,549.65967177,16233.6830616,{853BD118-3EBF-4E92-9288-494DFD6BAD48},0.006674930047678378,2.2452950345934727e-06,POINT (-7.106287260040698 54.401700011647186)
46,554681,306,0.5,7.1,0.59,81.0,0.14,0.07,19,0.06,0.005,14.6,0.16,3.8,8.9,9.0,4.32,16.4,{8D333CAB-80C0-4F31-BED4-E212F824E0F7},96277,Improved grassland,9136.11931675,531.77535787,Yes,0.1,0.15,0.0,0.3,0.2,0.3,0.3,0.1,0.2,1.65,3,,531.77535787,9136.11907749,{8D333CAB-80C0-4F31-BED4-E212F824E0F7},0.006094346389169297,1.2631219529011465e-06,POINT (-7.128741902301197 54.384804027124794)
47,554691,731,2.0,15.8,0.93,242.0,1.49,0.09,41,0.23,0.005,22.2,0.47,4.6,18.8,17.0,5.62,26.09,{9F882F39-B1E6-40C8-9E21-15136C0ED508},43541,Improved grassland,25509.2642497,984.08190024,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,984.08190024,25509.26373974,{9F882F39-B1E6-40C8-9E21-15136C0ED508},0.012436714274009298,3.528033049450569e-06,POINT (-7.22385234662149 54.39842559199703)
48,554694,317,0.5,12.3,0.67,1640.0,0.15,0.11,39,0.08,0.01,12.2,0.14,5.1,18.3,13.0,4.25,7.45,{6F8FA1E2-D370-4785-9964-C7B7E9E475EE},166704,Improved grassland,7076.03906136,368.34251367,Yes,0.1,0.15,0.0,0.3,0.2,0.3,0.3,0.1,0.0,1.45,3,,368.34251367,7076.03893123,{6F8FA1E2-D370-4785-9964-C7B7E9E475EE},0.004974509430572552,9.780186435318496e-07,POINT (-7.119467026657203 54.37300390377348)
49,554706,289,0.5,14.1,0.29,284.0,0.23,0.3,50,1.01,0.03,15.3,0.06,3.8,53.0,50.0,5.71,10.43,{F05AD54E-7BFA-4C28-A55C-EF6AC858FD58},47848,Improved grassland,998.46371832,182.21372139,Yes,0.1,0.05,0.3,0.0,0.3,0.0,0.0,0.2,0.0,0.95,2,,182.2137214,998.46370663,{F05AD54E-7BFA-4C28-A55C-EF6AC858FD58},0.0024471583133836346,1.3852657920671584e-07,POINT (-7.281180202940269 54.5282693251431)
50,554710,658,0.5,20.0,0.23,745.0,0.17,0.28,71,1.28,0.03,12.8,0.08,4.3,54.4,45.0,4.59,14.0,{B1C88E15-4447-4654-8B66-B6C928AA616D},127825,Improved grassland,7727.50468014,382.71873927,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.2,0.0,1.0,2,,382.71873927,7727.50464064,{B1C88E15-4447-4654-8B66-B6C928AA616D},0.005192433117827666,1.0705334216398647e-06,POINT (-7.357412213170576 54.46678469236326)
51,554719,419,0.5,10.7,0.16,96.0,0.16,0.18,23,0.27,0.02,14.0,0.08,2.2,14.9,22.0,4.87,17.95,{81CB4744-51DB-4717-8F88-94A2B5ADB6DA},1435,Arable and horticulture,7893.68232979,410.94567025,Yes,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.6,1,,410.94567025,7893.68230654,{81CB4744-51DB-4717-8F88-94A2B5ADB6DA},0.00443871858839567,1.0935881515806793e-06,POINT (-7.126231616057516 54.46956506368923)
52,554730,523,1.0,19.9,0.33,221.0,0.57,0.13,43,0.26,0.01,75.2,0.52,5.5,18.8,19.0,5.1,10.08,{F6F8C415-172F-46AC-8276-97A14EB4D58E},56197,Improved grassland,10814.3190429,455.30553648,Yes,0.1,0.1,0.3,0.0,0.3,0.3,0.3,0.1,0.0,1.5,3,,455.30553648,10814.3189739,{F6F8C415-172F-46AC-8276-97A14EB4D58E},0.005362493917676508,1.4969639524437097e-06,POINT (-7.100663141114746 54.435634722001424)
53,554754,851,0.5,22.9,0.42,493.0,0.19,0.26,60,0.77,0.02,15.3,0.17,4.7,23.4,32.0,4.96,7.94,{ADE0B434-E002-417D-9A51-09560757CDA0},30357,Improved grassland,3075.01472993,238.19916383,Yes,0.1,0.1,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.9,2,,238.19916383,3075.01471334,{ADE0B434-E002-417D-9A51-09560757CDA0},0.003371532329893654,4.2576232295229874e-07,POINT (-7.111388230401035 54.44564109567913)
