,Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,pH,%OM,ARCA_ID,OBJECTID,bh,shape_star,shape_stle,hydoconnec,rainfall_2,slope_2,landclass2,host_2,soilp_2,q10_2,riverbuff2,rwb_stat_2,erosion,riskscore2,ruleid,override,SHAPE__Length,SHAPE__Area,GlobalID,SHAPE_Length,SHAPE_Area,geometry
479,557639,1560,0.5,40.7,0.43,1230.0,0.22,0.28,93,1.39,0.02,36.6,0.18,6.7,61.7,53.0,4.6,11.35,{4F89070E-EB06-477B-A6C9-EA56C8FFF5A3},170228,Improved grassland,14078.9735586,496.83250252,No,0.05,0.15,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.9,2,,496.83250252,14078.97342992,{4F89070E-EB06-477B-A6C9-EA56C8FFF5A3},0.00652330332923903,1.940382023298842e-06,POINT (-5.685127336543132 54.27394637815268)
480,557648,910,0.5,19.9,0.6,787.0,0.12,0.24,67,0.89,0.02,23.0,0.16,7.8,39.1,45.0,4.55,10.02,{CF7AEEA1-04DF-444F-B0AB-D4E5410CBF26},137069,Improved grassland,30124.5821361,753.44186282,Yes,0.05,0.15,0.3,0.0,0.3,0.0,0.3,0.1,0.0,1.2,2,,753.44186282,30124.58236628,{CF7AEEA1-04DF-444F-B0AB-D4E5410CBF26},0.009228338401557965,4.15353458074527e-06,POINT (-5.69264337852695 54.29083125151111)
481,557650,400,0.5,22.6,0.34,676.0,0.25,0.27,73,0.79,0.02,17.8,0.11,3.9,48.1,45.0,5.15,7.99,{6E0B63A9-59E5-48E6-A7A3-BF4843873C82},139246,Improved grassland,10431.5880818,446.11475015,Yes,0.05,0.1,0.3,0.0,0.3,0.0,0.0,0.3,0.0,1.05,2,,446.11475015,10431.58808117,{6E0B63A9-59E5-48E6-A7A3-BF4843873C82},0.005658130502062203,1.4423331050749563e-06,POINT (-5.756078934103157 54.405985391034136)
482,557651,610,0.5,20.4,0.43,538.0,0.27,0.21,68,0.6,0.02,20.3,0.19,5.1,34.0,36.0,4.81,13.54,{C24F4BC5-A391-4E87-A559-115620CC3BCC},150914,Improved grassland,6696.84457658,352.8351835,Yes,0.05,0.1,0.3,0.0,0.3,0.0,0.0,0.2,0.0,0.95,2,,352.83518351,6696.84447865,{C24F4BC5-A391-4E87-A559-115620CC3BCC},0.003995543388567502,9.265672041318851e-07,POINT (-5.745262524074856 54.434385047214974)
483,557673,550,0.5,35.0,0.52,1090.0,0.13,0.29,75,1.07,0.02,63.9,0.19,10.1,59.0,45.0,4.73,6.35,{A4E1AC3C-BE85-48D9-8D4E-75FE1C91061F},90701,Arable and horticulture,77331.5292732,1130.66841869,Yes,0.05,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.35,1,,1130.66841869,77331.52949097,{A4E1AC3C-BE85-48D9-8D4E-75FE1C91061F},0.013929954761034698,1.0652178946159427e-05,POINT (-5.659676679817275 54.25162782400728)
484,557676,640,0.5,24.8,0.44,908.0,0.18,0.32,89,0.91,0.03,91.9,0.16,8.4,50.9,48.0,4.98,7.58,{F03D0BF1-4F91-4796-9E9D-514E09F594BE},136931,Improved grassland,24125.6033089,713.00109163,Yes,0.0,0.05,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.55,1,,713.00109163,24125.60306836,{F03D0BF1-4F91-4796-9E9D-514E09F594BE},0.007818017886223425,3.3224872765488125e-06,POINT (-5.65075940379376 54.242477225146864)
485,557678,280,0.5,32.1,0.24,559.0,0.17,0.32,65,0.96,0.02,19.3,0.06,7.3,54.4,48.0,5.08,6.97,{1C25F950-E21E-42F6-9322-159DAF6E49B8},66089,Improved grassland,9218.07983413,439.77228079,Yes,0.05,0.15,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.8,1,,439.77228079,9218.07971619,{1C25F950-E21E-42F6-9322-159DAF6E49B8},0.005266642275391488,1.2752074910267057e-06,POINT (-5.696881503408247 54.42856567225724)
486,557679,830,0.5,19.0,0.28,287.0,0.35,0.18,55,0.97,0.03,17.1,0.17,4.1,42.4,64.0,4.96,14.22,{5F397B19-3AB4-43EC-AE05-B1D08EA7B08E},76564,Improved grassland,10337.3719115,449.02049495,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.3,0.0,1.1,2,,449.02049495,10337.37209197,{5F397B19-3AB4-43EC-AE05-B1D08EA7B08E},0.005667738372441465,1.4294660400152935e-06,POINT (-5.786832399480011 54.410390031179915)
487,557685,590,0.5,16.3,0.49,497.0,0.2,0.22,102,1.09,0.02,26.5,0.16,14.8,50.2,48.0,4.91,8.64,{8098FEC6-DFFD-4E06-83DB-6A065EB217D3},63402,Improved grassland,24017.1367338,661.67530304,No,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.8,1,,661.67530304,24017.13659156,{8098FEC6-DFFD-4E06-83DB-6A065EB217D3},0.008833832838528212,3.3095874400305125e-06,POINT (-5.801454073711543 54.26545869515801)
488,557695,520,0.5,19.4,0.71,777.0,0.18,0.23,53,0.49,0.02,28.1,0.16,8.4,28.8,35.0,4.58,11.13,{56D390D8-E369-4AD2-9375-F0E8FC157E70},76729,Improved grassland,6781.19121468,373.93570862,Yes,0.05,0.1,0.3,0.0,0.3,0.0,0.3,0.3,0.0,1.35,2,,373.93570862,6781.19115625,{56D390D8-E369-4AD2-9375-F0E8FC157E70},0.0044352798262448385,9.382576788454344e-07,POINT (-5.778248884965727 54.43408000250142)
489,557703,1360,0.5,28.4,1.29,440.0,0.26,0.21,67,0.39,0.03,37.8,0.32,12.4,20.3,26.0,4.75,12.87,{64E763BF-47DD-4AAF-A1E9-6E2C4391D2A0},140448,Improved grassland,8972.73997357,569.97608242,No,0.05,0.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.75,1,,569.97608242,8972.74010046,{64E763BF-47DD-4AAF-A1E9-6E2C4391D2A0},0.00745458755376339,1.242148244631042e-06,POINT (-5.535138975194759 54.461297819729275)
490,557704,600,0.5,17.3,1.05,2160.0,0.24,0.12,75,0.8,0.02,18.0,0.17,5.5,66.5,82.0,5.86,7.95,{F038D321-5EE2-4064-AD8B-5131A990D024},164849,Arable and horticulture,49407.423645,1161.05089596,Yes,0.05,0.15,0.0,0.0,0.3,0.3,0.3,0.2,0.6,1.9,3,,1161.05089596,49407.42299929,{F038D321-5EE2-4064-AD8B-5131A990D024},0.015469019173636758,6.85638324839076e-06,POINT (-5.75527674970107 54.55637913322632)
491,557716,1100,0.5,35.0,0.95,1540.0,0.2,0.27,110,1.21,0.02,28.9,0.27,7.8,83.5,84.0,4.94,11.62,{702DDFBC-35F3-4A03-97B8-FA7664DD66A4},152386,Improved grassland,13640.510405,474.51267404,Yes,0.1,0.15,0.3,0.0,0.3,0.0,0.0,0.2,0.0,1.05,2,,474.51267403,13640.51058954,{702DDFBC-35F3-4A03-97B8-FA7664DD66A4},0.006234604292011331,1.8960050227719472e-06,POINT (-5.715901613616563 54.624623178301526)
492,557727,1030,0.5,45.6,0.88,918.0,0.33,0.13,91,0.84,0.05,40.3,0.38,6.8,52.8,54.0,5.03,9.45,{2ECD945A-F3DA-4EDE-B06C-444545DF914B},2692,Arable and horticulture,56449.8440308,945.27934503,Yes,0.1,0.15,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.65,1,,945.27934503,56449.84398787,{2ECD945A-F3DA-4EDE-B06C-444545DF914B},0.011140000212907739,7.841720630200756e-06,POINT (-5.762100483861921 54.59915025633935)
493,557730,620,0.5,22.5,1.19,326.0,0.26,0.27,44,0.45,0.03,21.0,0.17,10.2,21.9,27.0,5.24,10.7,{C350D9F9-CCED-4322-88AF-466940644150},14389,Arable and horticulture,14512.9483239,624.56619242,Yes,0.05,0.1,0.45,0.0,0.3,0.0,0.0,0.0,0.0,0.9,2,,624.56619242,14512.94842491,{C350D9F9-CCED-4322-88AF-466940644150},0.006974775609737142,2.0084683157488973e-06,POINT (-5.5272370557072215 54.44884339276505)
494,557733,270,0.5,32.7,0.42,790.0,0.25,0.29,61,1.0,0.02,21.8,0.12,7.1,79.4,74.0,4.9,6.99,{3DFD034A-1A1A-4CA9-82DB-B7BE78E44DB0},846,Arable and horticulture,32901.5197357,736.43708273,Yes,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.7,1,,736.43708273,32901.51999835,{3DFD034A-1A1A-4CA9-82DB-B7BE78E44DB0},0.009480105748225963,4.57044415140452e-06,POINT (-5.729575748474039 54.59904743643008)
495,557738,1330,0.5,30.1,0.6,484.0,0.58,0.13,92,0.66,0.07,30.5,0.29,4.9,36.1,48.0,5.88,7.04,{78380267-BEE4-4CCB-93C3-D27DB2F410B5},832,Arable and horticulture,18184.1343789,574.34132572,Yes,0.1,0.15,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.75,1,,574.34132572,18184.133939,{78380267-BEE4-4CCB-93C3-D27DB2F410B5},0.007874401253236721,2.5248338012532777e-06,POINT (-5.731979393011338 54.579477321225006)
496,557740,540,0.5,16.1,0.61,462.0,0.2,0.23,61,1.01,0.02,19.3,0.2,9.3,48.6,56.0,5.32,9.24,{1E3DC0D2-CCFF-406A-A84D-EFDC2AC1AE14},65741,Improved grassland,28999.9684934,696.93335396,Yes,0.05,0.1,0.3,0.0,0.2,0.3,0.3,0.0,0.0,1.25,2,,696.93335396,28999.9688532,{1E3DC0D2-CCFF-406A-A84D-EFDC2AC1AE14},0.008414575354826502,4.005285222698152e-06,POINT (-5.625245669896058 54.36304548086855)
497,557745,770,0.5,32.6,1.03,476.0,0.29,0.17,87,1.27,0.03,36.0,0.29,10.8,87.2,109.0,5.29,9.94,{9E000358-7723-4284-924E-8DCA35BE7FDE},67542,Improved grassland,24428.701271,1140.49050731,Yes,0.1,0.1,0.3,0.0,0.3,0.3,0.3,0.2,0.0,1.6,3,,1140.49050731,24428.70103842,{9E000358-7723-4284-924E-8DCA35BE7FDE},0.014740890195043477,3.3948556268677646e-06,POINT (-5.708410089722323 54.61657436400932)
498,557749,420,0.5,25.5,0.51,560.0,0.17,0.23,45,0.69,0.03,15.0,0.14,10.0,48.3,39.0,4.68,8.51,{F51DA24A-170B-42AA-8F2B-28F1E98ECDA8},65699,Improved grassland,22564.454453,683.72167682,Yes,0.05,0.15,0.3,0.0,0.2,0.3,0.3,0.0,0.0,1.3,2,,683.72167682,22564.45433134,{F51DA24A-170B-42AA-8F2B-28F1E98ECDA8},0.008306292640545427,3.1160170142362396e-06,POINT (-5.640357844727692 54.35657564079748)
499,557750,210,0.5,16.4,1.08,251.0,0.11,0.2,56,0.87,0.03,39.9,0.11,4.7,52.3,60.0,4.0,15.69,{34593984-D7B5-48DE-8E9E-9C2ADE31B4AA},152411,Improved grassland,7572.55259347,395.69169324,No,0.1,0.15,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.75,1,,395.69169324,7572.55266162,{34593984-D7B5-48DE-8E9E-9C2ADE31B4AA},0.005059220049876792,1.0524857887724468e-06,POINT (-5.683931654356313 54.62229932709544)
500,557755,690,0.5,17.5,0.63,753.0,0.17,0.28,77,1.08,0.02,20.8,0.13,9.1,45.2,60.0,5.02,10.13,{2D29E9DE-641C-45DA-9E23-6A59EF36D612},150589,Improved grassland,8626.96078638,390.24600016,Yes,0.1,0.15,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.85,2,,390.24600016,8626.96082985,{2D29E9DE-641C-45DA-9E23-6A59EF36D612},0.0050249734249549205,1.1912752608746796e-06,POINT (-5.608387697677079 54.355784248525815)
501,557767,300,0.5,16.4,0.55,390.0,0.16,0.17,46,0.58,0.02,13.7,0.11,4.0,47.6,56.0,5.72,6.22,{298E76E3-EC68-431F-A9FD-C67A7D844DF0},3208,Arable and horticulture,30103.1892751,796.83743376,Yes,0.05,0.15,0.0,0.0,0.3,0.3,0.3,0.2,0.0,1.3,2,,796.83743376,30103.1895224,{298E76E3-EC68-431F-A9FD-C67A7D844DF0},0.01002440573517288,4.179186934997197e-06,POINT (-5.782710774465901 54.57302300133826)
502,557768,310,0.5,21.4,0.46,656.0,0.2,0.39,62,0.88,0.02,29.4,0.11,16.2,53.8,57.0,5.33,6.84,{CBF35E80-D3D8-4237-A170-8452A3D6DB94},3212,Arable and horticulture,34983.1731296,803.95277583,Yes,0.05,0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.55,1,,803.95277583,34983.17349989,{CBF35E80-D3D8-4237-A170-8452A3D6DB94},0.010764677548597409,4.826972590892499e-06,POINT (-5.5603462518979505 54.32454794363594)
503,557769,530,0.5,20.5,0.51,303.0,0.32,0.17,59,1.03,0.01,16.9,0.18,9.1,54.8,64.0,5.63,7.66,{B31BF1AA-730E-4637-BAE0-5F48D71C7B51},65736,Improved grassland,34454.8878502,1059.01370586,Yes,0.05,0.1,0.3,0.0,0.2,0.0,0.0,0.0,0.6,1.25,2,,1059.01370586,34454.88785834,{B31BF1AA-730E-4637-BAE0-5F48D71C7B51},0.013900347321523395,4.759185465110759e-06,POINT (-5.63515829117984 54.36834421025152)
504,557799,460,0.5,23.9,0.93,657.0,0.2,0.29,58,0.77,0.02,44.1,0.12,8.2,63.9,66.0,5.63,6.75,{30D69A70-0EA9-4193-A798-C7EAC39F2B8E},2004,Arable and horticulture,12957.1704775,457.3800095,Yes,0.05,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.45,1,,457.3800095,12957.1703437,{30D69A70-0EA9-4193-A798-C7EAC39F2B8E},0.005509257428295159,1.8030387962078444e-06,POINT (-5.755619573444032 54.66907981906904)
505,557801,370,0.5,17.8,0.38,488.0,0.13,0.35,55,0.83,0.03,14.8,0.08,8.6,43.4,50.0,4.7,6.38,{C44745B8-B3B0-4ED4-8920-1E6214B5EFC7},139852,Improved grassland,6728.29161991,483.87248458,Yes,0.05,0.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.75,1,,483.87248458,6728.29164652,{C44745B8-B3B0-4ED4-8920-1E6214B5EFC7},0.007014375336341707,9.308085591613834e-07,POINT (-5.495042051926242 54.434673659901875)
506,557804,830,0.5,23.8,0.37,317.0,0.69,0.22,49,0.56,0.03,24.4,0.48,18.6,27.4,26.0,5.91,8.59,{4BB65335-F7F3-49DA-8E35-3FC66EAEB1FE},140533,Improved grassland,40767.5162876,946.59876507,No,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1,,946.59876508,40767.51653032,{4BB65335-F7F3-49DA-8E35-3FC66EAEB1FE},0.01214174756072973,5.644731341145042e-06,POINT (-5.4374434882948695 54.46985008205351)
507,557811,1060,0.5,33.4,0.89,559.0,0.24,0.18,56,0.65,0.03,30.8,0.2,8.2,44.4,68.0,4.69,12.58,{9D9A4F68-CF32-4805-ADF5-C432586D0CF2},66487,Improved grassland,30933.3515941,770.49029858,Yes,0.05,0.15,0.3,0.0,0.3,0.0,0.0,0.0,0.2,1.0,2,,770.49029858,30933.3516325,{9D9A4F68-CF32-4805-ADF5-C432586D0CF2},0.010207422442618635,4.2794915314342e-06,POINT (-5.528909079636462 54.4349133066269)
508,557815,650,0.5,19.9,1.16,201.0,0.26,0.21,41,0.55,0.03,20.4,0.12,9.4,28.2,33.0,4.9,11.21,{AA2A0D0A-00EC-4A1F-9832-BF5514135E59},170778,Improved grassland,45383.5636187,947.52333698,Yes,0.05,0.1,0.3,0.0,0.3,0.3,0.3,0.3,0.4,2.05,3,,947.52333697,45383.56275728,{AA2A0D0A-00EC-4A1F-9832-BF5514135E59},0.012310427552902639,6.284269438265624e-06,POINT (-5.48382867527495 54.472478769091275)
509,557822,850,0.5,21.9,0.78,935.0,0.14,0.21,162,0.66,0.02,84.1,0.41,16.1,28.1,43.0,4.82,10.67,{B17C1788-7CB2-407E-A5EE-CCE8A5EEECF2},132045,Improved grassland,68688.5933621,1380.17506663,Yes,0.05,0.15,0.3,0.0,0.3,0.0,0.3,0.0,0.6,1.7,3,,1380.17506662,68688.5924874,{B17C1788-7CB2-407E-A5EE-CCE8A5EEECF2},0.01762155263678945,9.495229710428052e-06,POINT (-5.546852870121439 54.401114333664054)
510,557824,510,0.5,34.0,1.34,788.0,0.6,0.41,62,1.57,0.04,15.1,0.08,7.8,76.7,63.0,6.08,5.42,{AE418A25-C6C3-4BF5-AB7A-5B6173F6FE24},77652,Improved grassland,8057.89610799,398.05190459,Yes,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1,,398.05190459,8057.89609968,{AE418A25-C6C3-4BF5-AB7A-5B6173F6FE24},0.005221591601888491,1.1164456716875692e-06,POINT (-5.659709990215895 54.49364444640929)
511,557826,450,0.5,17.3,0.81,624.0,0.23,0.27,65,0.73,0.03,17.6,0.1,5.8,45.2,39.0,4.83,7.17,{3FCCCD8B-7CF3-40A7-9FAE-68D92A7CA5A1},66822,Improved grassland,25780.3155726,679.9238977,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.8,1,,679.92389771,25780.31568684,{3FCCCD8B-7CF3-40A7-9FAE-68D92A7CA5A1},0.008402822706663834,3.574824563065953e-06,POINT (-5.7407458943148475 54.52560282228285)
512,557829,840,0.5,24.2,0.93,886.0,0.19,0.23,68,0.54,0.02,20.9,0.16,7.7,27.6,36.0,4.9,9.24,{9F32CB00-AB14-464C-9952-30D0AA9EC8BB},58580,Improved grassland,35717.9867882,900.16923474,Yes,0.05,0.15,0.3,0.0,0.3,0.0,0.0,0.0,0.4,1.2,2,,900.16923473,35717.98663623,{9F32CB00-AB14-464C-9952-30D0AA9EC8BB},0.011943384849765398,4.947337194587712e-06,POINT (-5.524979534737265 54.483429280070546)
513,557831,450,0.5,9.5,0.61,457.0,0.22,0.17,46,0.5,0.03,14.9,0.12,4.2,36.2,41.0,4.71,6.47,{B178D305-2197-4C82-8FF6-03019A8943B7},4216,Arable and horticulture,8618.41853195,413.63150151,Yes,0.05,0.05,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.7,1,,413.63150151,8618.4187608,{B178D305-2197-4C82-8FF6-03019A8943B7},0.005093916652427747,1.1964123846277354e-06,POINT (-5.5191283741435 54.575891604748975)
514,557834,750,0.5,24.2,0.49,450.0,0.29,0.19,105,0.75,0.03,67.7,0.34,17.4,43.8,52.0,5.3,10.05,{257F9F7B-B369-4009-BD21-1DF864141E25},14360,Arable and horticulture,18117.5579398,674.77099083,Yes,0.05,0.1,0.45,0.0,0.3,0.0,0.0,0.0,0.0,0.9,2,,674.77099083,18117.55782058,{257F9F7B-B369-4009-BD21-1DF864141E25},0.00753633022887266,2.503933308803687e-06,POINT (-5.536372609813863 54.39301106184631)
515,557839,1150,0.5,52.0,0.91,963.0,0.35,0.24,112,1.04,0.02,197.0,0.34,35.1,55.0,51.0,5.46,12.22,{9DAB64D0-A791-466B-A91D-A02FA0E9B15C},165315,Arable and horticulture,40576.257502,1033.27935953,Yes,0.05,0.1,0.45,0.0,0.3,0.0,0.3,0.0,0.0,1.2,2,,1033.27935953,40576.2573126,{9DAB64D0-A791-466B-A91D-A02FA0E9B15C},0.014109105241182425,5.607422588555647e-06,POINT (-5.539546332760289 54.38887032764465)
516,557842,1080,0.5,30.3,1.03,653.0,0.42,0.2,95,0.65,0.02,68.7,0.65,7.1,41.0,50.0,5.56,9.94,{3C50EE30-9723-491D-98EE-815576641B93},66951,Improved grassland,28755.6946534,742.94303317,Yes,0.05,0.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.75,1,,742.94303317,28755.69489462,{3C50EE30-9723-491D-98EE-815576641B93},0.00907224627949674,3.993091663606866e-06,POINT (-5.659831166813668 54.58545312071289)
517,557843,320,0.5,11.9,0.41,529.0,0.17,0.24,37,0.54,0.03,12.0,0.09,6.1,38.1,39.0,4.65,7.99,{02287306-FB6A-4756-B58C-60173B358CD0},868,Arable and horticulture,21036.4018686,618.5698624,Yes,0.0,0.05,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.95,2,,618.5698624,21036.40155093,{02287306-FB6A-4756-B58C-60173B358CD0},0.007229011893031282,2.9188950358338027e-06,POINT (-5.486898648048516 54.55645442246871)
518,557847,1190,0.5,24.8,0.63,995.0,0.27,0.24,163,0.69,0.03,74.4,0.47,21.9,30.0,52.0,4.84,9.18,{F0111A6A-2932-4976-A80C-6058C06631D7},139587,Improved grassland,41785.9759661,1193.05963628,Yes,0.05,0.15,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.8,1,,1193.05963628,41785.97568568,{F0111A6A-2932-4976-A80C-6058C06631D7},0.015571115993777513,5.775769722954194e-06,POINT (-5.5576193047647235 54.39773829011613)
519,557855,660,0.5,23.1,0.55,273.0,0.29,0.22,54,0.65,0.03,19.6,0.22,4.0,42.5,48.0,4.39,12.64,{7EE455EC-797D-4F38-93C2-A84A1778D74D},66806,Improved grassland,37061.3327056,889.57001061,Yes,0.1,0.1,0.3,0.0,0.3,0.3,0.3,0.0,0.0,1.4,3,,889.57001061,37061.3322196,{7EE455EC-797D-4F38-93C2-A84A1778D74D},0.011429305658461716,5.1379847855005575e-06,POINT (-5.750587099344759 54.515758565009996)
520,557866,800,0.5,17.4,0.65,824.0,0.19,0.25,75,0.71,0.03,23.2,0.22,6.3,35.6,36.0,5.21,6.88,{553AD224-F4AE-427D-9E53-3FA1F1A76D9B},66916,Improved grassland,14406.2727806,481.38499144,No,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1,,481.38499144,14406.27277995,{553AD224-F4AE-427D-9E53-3FA1F1A76D9B},0.00603725294785203,1.9957943717681674e-06,POINT (-5.650196915544107 54.48914666016855)
521,557868,690,0.5,20.7,0.35,318.0,0.3,0.29,60,0.97,0.04,22.8,0.13,16.3,45.9,57.0,5.39,7.84,{88852D88-BF17-4851-A7ED-8C3E30030480},14377,Arable and horticulture,23946.4410783,637.95042307,Yes,0.0,0.1,0.45,0.0,0.1,0.0,0.0,0.0,0.0,0.65,1,,637.95042308,23946.44117635,{88852D88-BF17-4851-A7ED-8C3E30030480},0.008578916371000892,3.310757754261079e-06,POINT (-5.46812047237894 54.409310142790154)
522,557873,930,0.5,23.8,0.75,789.0,0.23,0.24,90,0.73,0.02,34.1,0.25,29.5,34.6,47.0,4.82,9.22,{9F3DBFBF-DED1-4266-8C11-1E9C6B77F1A8},139792,Improved grassland,41474.706474,929.78150298,Yes,0.05,0.1,0.3,0.0,0.1,0.0,0.3,0.0,0.0,0.85,2,,929.78150298,41474.70645444,{9F3DBFBF-DED1-4266-8C11-1E9C6B77F1A8},0.011579167259015383,5.733708905093181e-06,POINT (-5.4788074241327545 54.40586749380834)
523,557876,440,0.5,25.2,1.64,219.0,0.21,0.31,69,0.75,0.02,34.3,0.09,9.7,47.8,43.0,5.02,11.61,{A8F74775-AB72-41BB-8460-FCA4605255C7},77252,Improved grassland,21785.9258923,657.28776375,Yes,0.05,0.05,0.3,0.0,0.3,0.0,0.0,0.3,0.0,1.0,2,,657.28776375,21785.92595138,{A8F74775-AB72-41BB-8460-FCA4605255C7},0.008339563369685861,3.0143949495942496e-06,POINT (-5.513464752358326 54.44074268863064)
524,557883,510,0.5,12.9,0.67,297.0,0.23,0.18,37,0.39,0.03,29.2,0.17,6.1,22.5,31.0,4.82,13.47,{68A6963D-2253-44DC-925E-3348C8490BB5},77503,Improved grassland,23915.6222592,623.79036652,Yes,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.0,0.6,1.4,3,,623.79036652,23915.62263673,{68A6963D-2253-44DC-925E-3348C8490BB5},0.0075000373118684445,3.314998977503515e-06,POINT (-5.735775203912967 54.509632407291576)
525,557886,760,0.5,30.6,0.66,241.0,0.2,0.21,44,0.36,0.03,29.8,0.18,10.1,20.6,30.0,4.65,10.88,{9CF12F93-F054-49D4-8647-7C829B7681F5},67135,Improved grassland,9244.65936126,453.64990207,Yes,0.05,0.1,0.3,0.0,0.3,0.0,0.0,0.3,0.0,1.05,2,,453.64990207,9244.65938052,{9CF12F93-F054-49D4-8647-7C829B7681F5},0.006324813456324161,1.2801366659352105e-06,POINT (-5.504388877001696 54.47309403543029)
526,557905,630,0.5,14.4,0.65,317.0,0.2,0.2,45,0.51,0.02,21.0,0.11,7.9,30.7,34.0,5.04,15.0,{C65A98F5-041E-4585-8146-CCE8D95234CD},67001,Improved grassland,15406.6552382,510.2255049,Yes,0.05,0.1,0.3,0.0,0.3,0.0,0.0,0.0,0.4,1.15,2,,510.2255049,15406.65500525,{C65A98F5-041E-4585-8146-CCE8D95234CD},0.006323767722975226,2.1376710756930145e-06,POINT (-5.550344959435945 54.55445869531966)
527,557907,570,0.5,27.3,0.48,263.0,0.15,0.15,56,0.45,0.01,21.0,0.12,7.0,26.1,29.0,4.85,9.09,{54C6DF3F-F2D4-4E65-AF96-A1D13F9275A6},140576,Improved grassland,9531.03663689,454.07524206,Yes,0.05,0.1,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.65,1,,454.07524206,9531.03654831,{54C6DF3F-F2D4-4E65-AF96-A1D13F9275A6},0.005795764873311927,1.3203909376884827e-06,POINT (-5.508010443543707 54.491680054901)
528,557915,450,0.5,16.3,0.4,191.0,0.25,0.25,34,0.49,0.04,12.3,0.15,2.7,31.6,28.0,5.67,17.18,{0689A17E-E1C3-4DC6-8456-6AA07B5D2CB2},77774,Improved grassland,9656.11242055,424.93260022,Yes,0.05,0.15,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.8,1,,424.93260022,9656.1123902,{0689A17E-E1C3-4DC6-8456-6AA07B5D2CB2},0.005261942022326373,1.3403667416074392e-06,POINT (-5.5465938330468285 54.572381310903495)
529,557916,1410,0.5,22.2,0.62,1160.0,0.17,0.34,95,0.65,0.03,21.6,0.18,5.0,31.2,37.0,4.67,8.01,{3B589845-9B1C-4192-B29E-6B981094A164},140242,Improved grassland,8756.39507414,397.89092988,Yes,0.05,0.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.75,1,,397.89092988,8756.39504105,{3B589845-9B1C-4192-B29E-6B981094A164},0.004752697556882217,1.212709668852726e-06,POINT (-5.657344856779135 54.47643589148297)
530,557920,720,0.5,17.6,0.35,224.0,0.22,0.25,53,1.19,0.03,23.5,0.12,11.3,51.5,56.0,4.96,10.75,{9F9522E0-703E-4244-8D77-817ED7FA1E0E},150485,Improved grassland,7783.66108376,371.31865004,Yes,0.05,0.1,0.3,0.0,0.3,0.0,0.3,0.2,0.0,1.25,2,,371.31865004,7783.66114263,{9F9522E0-703E-4244-8D77-817ED7FA1E0E},0.0042750696017108975,1.0739640770424834e-06,POINT (-5.595231912564448 54.32316399396011)
531,557926,640,0.5,24.3,1.19,1050.0,0.2,0.32,61,0.9,0.04,39.0,0.22,10.0,38.4,41.0,4.76,11.62,{6A0BF0E4-712A-40C4-9398-FA5F19AF3DF1},57926,Improved grassland,222666.2869,2892.93341234,Yes,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1,,2892.93341235,222666.28610188,{6A0BF0E4-712A-40C4-9398-FA5F19AF3DF1},0.03501921315688826,3.0669278801997846e-05,POINT (-5.6153455427563825 54.247855973087866)
532,557927,400,0.5,19.7,1.37,452.0,0.3,0.28,68,0.95,0.03,21.8,0.14,4.2,52.9,42.0,4.95,11.94,{3E66635F-5F7B-44D5-BEF4-8131BB4A2B71},75867,Improved grassland,10019.9415043,427.3284589,Yes,0.1,0.1,0.3,0.0,0.2,0.0,0.0,0.3,0.0,1.0,2,,427.3284589,10019.941492,{3E66635F-5F7B-44D5-BEF4-8131BB4A2B71},0.005578689646489249,1.3869050442422138e-06,POINT (-5.813323010606274 54.449537312723734)
